"Data Source","Health Nutrition and Population Statistics",

"Last Updated Date","2026-02-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Population ages 60-64, male","SP.POP.6064.MA","1579755","1629518","1685666","1745497","1805929","1862527","1910247","1949648","1986618","2024934","2067927","2113134","2160183","2210229","2261054","2317231","2377220","2433242","2489453","2553576","2626220","2708262","2801058","2901987","3003587","3100839","3195886","3288217","3378874","3473653","3584401","3687715","3800046","3918106","4029885","4130692","4223273","4311268","4394235","4472486","4548460","4625634","4709843","4804633","4914966","5052365","5222180","5413896","5615106","5824802","6049044","6293738","6561098","6853950","7162562","7465308","7753651","8026303","8302383","8599598","8895016","9187706","9513701","9863326","10203440",
"Montenegro","MNE","Population ages 60-64, male","SP.POP.6064.MA","6218","6499","6802","7123","7397","7536","7513","7431","7394","7460","7632","7832","7984","8006","7774","7260","6568","5853","5295","5092","5316","5865","6598","7397","8134","8787","9445","10171","10918","11607","12181","12597","12860","13008","13130","13279","13460","13683","13947","14137","14177","14069","13690","13031","12161","11237","10703","10943","11598","12566","13990","15190","15991","16879","17728","18334","18843","19249","19489","19569","19463","19269","19040","18824","18593",
"Mongolia","MNG","Population ages 60-64, male","SP.POP.6064.MA","15383","15977","16574","17042","17382","17655","17780","17743","17603","17403","17268","17280","17355","17410","17378","17248","17079","16948","16917","17024","17267","17590","17888","18069","18062","17893","17684","17562","17642","18006","18037","18977","19358","19589","19873","20039","20031","19949","19935","20100","20623","21415","22138","22589","22647","22366","21949","21639","21607","21892","22365","22962","23789","24972","26613","28763","31446","34571","37940","41335","44706","47930","50882","53617","55992",
"Northern Mariana Islands","MNP","Population ages 60-64, male","SP.POP.6064.MA","68","70","74","77","81","86","90","96","101","100","102","114","130","142","143","139","134","125","120","122","124","135","154","176","196","213","226","235","244","251","267","286","299","315","336","354","376","410","442","472","490","491","492","504","527","572","634","700","766","825","879","932","983","1029","1076","1131","1189","1243","1292","1331","1392","1481","1560","1631","1696",
"Mozambique","MOZ","Population ages 60-64, male","SP.POP.6064.MA","53196","54882","56766","58838","61053","63415","65910","68490","71117","73737","76326","79019","82025","85336","88862","92630","96547","100701","105003","108927","110762","110842","110713","110270","109511","108632","108028","106471","104996","105325","106735","108641","110015","112093","117821","123046","126618","130988","135274","140067","144876","148839","152151","155279","157663","158820","158568","157519","156748","156396","156368","157247","158697","159639","159978","159839","158875","157208","155343","154026","153728","154577","157691","163659","172078",
"Mauritania","MRT","Population ages 60-64, male","SP.POP.6064.MA","7352","7594","7833","8075","8323","8579","8846","9123","9410","9702","9999","10301","10605","10913","11225","11541","11856","12169","12484","12804","13136","13480","13829","14185","14553","14933","15320","15721","16137","16513","16895","17338","17913","18538","19086","19548","19919","20352","20852","21351","21954","22570","23108","23682","24330","24973","25589","26225","27060","27944","28661","29568","30914","32098","32953","33932","35010","36156","37351","38583","39749","40856","42065","43347","44606",
"Mauritius","MUS","Population ages 60-64, male","SP.POP.6064.MA","6334","6662","7127","7395","7546","7709","7899","8105","8340","8616","8909","9201","9533","9936","10365","10754","11044","11206","11218","11232","11324","11562","11951","12512","13285","14079","14727","15133","15249","15033","14492","13871","13415","13275","13469","13759","14144","14515","14687","14779","14868","14988","15150","15552","16270","17128","18040","19157","20445","21887","23706","25817","27831","29459","30670","31588","32446","33359","34267","35141","35914","36605","37225","37615","38301",
"Malawi","MWI","Population ages 60-64, male","SP.POP.6064.MA","29417","30227","31301","32450","33297","33758","33818","33485","33078","33045","33610","34719","36280","38230","40513","42958","45663","48749","52187","55513","58303","60413","61771","62758","63929","65490","67231","71355","75815","78045","79520","80279","81023","80785","78667","77658","78616","79827","81281","83680","86747","89575","92246","94837","97484","100187","102751","104758","104829","103402","101533","99375","97696","97304","98004","99508","101955","104902","108273","112016","115812","119389","122945","126627","130253",
"Malaysia","MYS","Population ages 60-64, male","SP.POP.6064.MA","76551","78616","79759","80604","82419","85510","89826","95493","101615","106638","110166","112280","112686","112105","112014","112916","114790","117837","121579","125017","128015","130614","132710","134879","137722","141299","145718","151215","157625","164593","171569","178230","184573","190676","196701","203470","211878","222239","234224","246795","259210","271008","281411","290826","301360","314570","330478","348601","368257","388530","408656","429154","450804","473018","494740","515495","535081","553321","570923","589005","609231","630568","652045","673341","691655",
"North America","NAC","Population ages 60-64, male","SP.POP.6064.MA","3721939","3780915","3818832","3872880","3935791","3977635","4025471","4107895","4190836","4263546","4334146","4424262","4511259","4594504","4683949","4766825","4829234","4892933","4967494","5051960","5148402","5263874","5369599","5447958","5501166","5529846","5526214","5520353","5515982","5502769","5500361","5502763","5483522","5449087","5425731","5416163","5431613","5491076","5585819","5673587","5745140","5874756","6118603","6436425","6779729","7102551","7493900","7959652","8365346","8730060","9116352","9401390","9551578","9724457","9984245","10272443","10556506","10829610","11084370","11297094","11483229","11630257","11774561","11900340","11992951",
"Namibia","NAM","Population ages 60-64, male","SP.POP.6064.MA","6452","6620","6769","6896","7001","7089","7153","7194","7226","7274","7348","7448","7572","7715","7861","8007","8141","8263","8327","8391","8458","8452","8482","8567","8655","8748","8860","8997","9147","9481","9769","9799","9837","9993","10268","10612","11021","11487","11997","12533","13063","13511","13863","14265","14765","15301","15852","16368","16767","17063","17286","17388","17542","17873","18265","18718","19268","19909","20733","21883","23310","24711","26044","27404","28590",
"New Caledonia","NCL","Population ages 60-64, male","SP.POP.6064.MA","873","909","948","992","1030","1060","1089","1121","1161","1183","1222","1310","1413","1524","1636","1730","1766","1734","1679","1628","1595","1588","1602","1633","1687","1760","1845","1936","2031","2128","2230","2334","2435","2529","2619","2708","2801","2899","3002","3117","3242","3376","3526","3694","3883","4107","4347","4536","4633","4694","4811","4976","5122","5238","5319","5389","5473","5593","5745","5898","6062","6286","6576","6892","7195",
"Niger","NER","Population ages 60-64, male","SP.POP.6064.MA","15773","17013","18528","20176","21712","23050","24212","25189","26047","26900","27794","28701","29637","30613","31594","32581","33590","34632","35716","36862","38069","39334","40663","42030","43394","44756","46125","47484","48876","50398","52087","53949","56017","58267","60626","63111","65696","68329","71124","74203","77534","81054","84819","88832","92916","96887","100507","103238","106952","112351","118321","125188","133196","140577","146732","152893","158961","165087","171370","177851","184276","190713","197524","204744","212116",
"Nigeria","NGA","Population ages 60-64, male","SP.POP.6064.MA","455945","459113","460296","461032","463376","468207","475449","484528","495094","506357","517833","529659","541435","553838","567991","584132","602241","622621","644309","665998","687413","708328","728489","745558","762599","782158","801243","820320","839821","859830","880566","901524","923230","946217","969967","994328","1019614","1046569","1075151","1104382","1133846","1163826","1194609","1226985","1261848","1298144","1333324","1364023","1381558","1388252","1398490","1415937","1439999","1477697","1526842","1575462","1623019","1672892","1723492","1774153","1823445","1873390","1928026","1986091","2046330",
"Nicaragua","NIC","Population ages 60-64, male","SP.POP.6064.MA","13508","13815","14045","14241","14478","14782","15141","15556","16017","16502","17000","17518","18001","18496","19048","19600","20146","20669","21152","21590","22122","22795","23520","24242","24889","25473","26023","26521","27024","27616","28286","29025","29844","30714","31585","32438","33553","34910","36228","37559","38910","40244","41603","42986","44314","45545","46435","47137","48258","50181","52739","55523","58331","60836","62729","64232","65788","67562","69647","72036","74300","76519","79456","83016","86806",
"Netherlands","NLD","Population ages 60-64, male","SP.POP.6064.MA","225096","228463","232993","238062","243420","249120","253672","257050","260399","263571","265930","267205","269016","271975","275038","277045","278632","279175","276963","274198","278392","288106","296087","305168","314536","317456","316116","315698","315351","315978","319653","324268","328764","332365","334513","335647","336560","337792","341259","347798","356011","364316","372978","384106","397526","408730","433870","472172","500437","519153","534652","534656","522505","516656","515296","517468","522856","529369","537073","547908","560187","572663","585290","597590","608661",
"Norway","NOR","Population ages 60-64, male","SP.POP.6064.MA","85641","86886","88280","89505","90427","91215","91837","92522","93551","95331","97474","99480","101580","103416","104506","105078","105223","105607","106290","106186","107615","110229","111209","111640","112225","110455","107202","104360","100980","97845","95682","93830","92176","90639","88702","86610","85163","84762","85471","87629","90772","93469","96401","101107","107739","115674","125681","135627","142282","145928","147240","146166","144352","143939","144307","145541","147727","149845","151581","153707","155612","156946","158757","161161","163947",
"Nepal","NPL","Population ages 60-64, male","SP.POP.6064.MA","96568","99191","101964","104833","107795","110863","113996","117148","120264","123312","126311","129263","132219","135265","138436","141742","145141","148677","152323","155964","159610","163225","166818","170513","174263","178025","181807","185540","189318","193347","197768","202562","207861","213300","218794","224445","230019","235629","241189","246564","253718","263471","274868","287329","299595","309304","316516","324259","333978","343990","353363","362916","371388","377839","384230","391455","398251","404550","410420","415935","421370","426556","431854","437095","439311",
"Nauru","NRU","Population ages 60-64, male","SP.POP.6064.MA","34","35","35","36","34","32","36","43","47","49","52","55","62","71","83","100","119","136","149","157","157","150","142","130","122","118","109","100","94","90","86","86","86","89","88","85","86","87","90","94","95","91","90","89","82","75","70","61","52","50","56","63","72","85","96","102","100","97","98","96","93","96","100","105","116",
"New Zealand","NZL","Population ages 60-64, male","SP.POP.6064.MA","40705","42150","43874","45428","46937","48074","49306","50803","52022","53194","54427","55491","56549","57637","58762","59752","59946","59569","58872","58184","58451","59504","61357","63672","65520","66742","67142","68045","68555","69007","69475","72704","72544","71523","70484","69440","68735","68941","70116","72071","75210","78890","82443","85135","87639","89893","92831","97705","103693","109004","113481","116380","117364","117874","119550","121961","125029","128321","131827","135494","140425","143415","146085","151418","154696",
"OECD members","OED","Population ages 60-64, male","SP.POP.6064.MA","14723657","15233396","15683945","16100505","16473264","16765150","16985108","17246613","17527590","17797866","18041143","18239984","18386853","18516094","18585763","18474832","18104406","17559201","16961089","16621783","16901343","17689098","18650825","19657614","20489808","20974745","21285179","21626105","22027205","22424204","22765952","23070170","23289615","23398283","23499904","23677344","23911407","24194115","24552443","24958470","25364386","25816427","26307684","26894141","27415668","27664595","28314329","29641887","31037366","32330953","33681707","34538708","34809135","34966201","35237338","35672249","36234443","36821187","37472449","38197505","38868142","39453276","40146576","40901723","41611310",
"Oman","OMN","Population ages 60-64, male","SP.POP.6064.MA","5094","5162","5222","5277","5339","5410","5488","5573","5661","5749","5835","5923","6015","6110","6232","6391","6579","6797","7044","7326","7639","7991","8387","8809","9245","9707","10204","10739","11324","11975","12724","13590","14608","15788","16784","17514","18202","18781","19250","19670","19990","20103","19952","19503","19413","19881","20425","21015","21549","21893","22027","23953","27445","29765","31273","33742","37045","40351","43573","45288","44389","42959","44311","47041","49615",
"Other small states","OSS","Population ages 60-64, male","SP.POP.6064.MA","67685","69990","72588","75214","77588","79638","81581","83274","84419","85662","87216","88704","90002","91091","91606","91324","90002","87906","86501","86074","86555","88838","92543","96359","100201","104379","108479","113175","117868","121695","125197","128089","128910","129081","129668","130351","131973","134424","137261","139349","140925","143227","144948","145192","145281","146621","149752","155362","163115","171616","180193","187510","193523","198943","203917","209054","214675","220719","227063","233471","239059","243733","249280","254026","257949",
"Pakistan","PAK","Population ages 60-64, male","SP.POP.6064.MA","457104","482484","511891","542559","571827","597693","618553","634964","649695","665389","684240","704672","727823","754629","781810","808521","834571","860251","885993","913158","944045","976435","1007639","1038099","1066966","1096386","1127785","1159571","1191307","1223030","1256458","1290713","1321576","1352560","1385613","1419205","1453924","1489049","1525489","1564019","1606611","1652291","1697080","1743935","1795246","1846771","1895770","1939811","1964526","1962212","1953611","1957116","1977286","2024305","2104515","2200824","2296603","2392911","2490220","2585977","2673615","2753432","2831350","2903480","2967213",
"Panama","PAN","Population ages 60-64, male","SP.POP.6064.MA","11565","11854","12165","12494","12834","13182","13537","13887","14241","14609","14988","15385","15804","16242","16698","17172","17664","18175","18702","19236","19773","20310","20838","21362","21894","22444","23010","23597","24211","24844","25512","26237","27014","27855","28770","29752","30818","31988","33242","34559","35919","37308","38719","40154","41633","43167","44761","46419","48129","50019","52140","54400","56817","59405","62022","64577","67137","69697","72250","74948","77679","80484","83774","87453","91177",
"Peru","PER","Population ages 60-64, male","SP.POP.6064.MA","109521","111525","113243","115032","117399","120486","124187","128542","133244","137688","141084","144173","147595","150289","152167","153779","155075","155948","156789","158274","160619","163864","168197","173325","178586","183766","188846","193706","198686","204320","210750","217855","225787","234307","243227","252282","260970","269241","276949","284312","291924","299974","308471","317775","328483","341468","356876","374087","392758","412172","430593","447272","462728","477430","491078","503597","514872","526924","542195","558473","571567","581779","595991","614388","632932",
"Philippines","PHL","Population ages 60-64, male","SP.POP.6064.MA","195787","202319","209276","216907","224046","230126","236943","245804","255857","267450","280442","292679","302717","311245","318453","324867","331730","338621","345280","351677","357412","362899","369115","375960","383025","389603","395009","400507","406670","412661","419877","428801","440645","455682","470965","484986","498557","512474","526656","540110","553032","565175","575169","584957","597485","615787","639092","671761","719542","784668","854881","920598","987072","1049850","1104297","1174383","1264283","1353977","1444473","1530567","1602570","1656455","1705096","1756110","1804466",
"Palau","PLW","Population ages 60-64, male","SP.POP.6064.MA","80","84","87","92","98","101","102","101","103","108","109","103","98","98","102","112","126","138","145","147","148","154","166","173","177","183","186","185","186","186","180","172","165","162","163","166","173","188","202","218","230","235","240","249","258","268","279","292","308","328","351","373","393","408","420","439","462","483","503","521","536","548","561","573","581",
"Papua New Guinea","PNG","Population ages 60-64, male","SP.POP.6064.MA","9756","10272","10824","11419","11976","12505","13021","13483","13928","14432","14991","15601","16392","17399","18531","19794","21190","22708","24318","25978","27640","29100","30293","31326","32195","32909","33478","33920","34261","34646","35453","36635","37919","39319","40803","42331","43854","45335","46745","48101","49447","50968","52729","54656","56814","59239","61883","64613","67498","70197","72705","75421","78388","81600","85286","89524","94111","99157","104669","110542","116316","121795","127225","132601","137798",
"Poland","POL","Population ages 60-64, male","SP.POP.6064.MA","454461","479964","505985","534378","563028","584027","601509","623783","642870","658354","671344","676897","676929","674240","663951","634039","588950","539487","489636","463175","478258","517114","568600","631977","680494","710980","736679","753065","772629","798150","819059","837221","850260","850920","841010","827163","813440","802678","793756","786261","768432","753078","731179","708787","690471","676860","696149","758778","840489","934748","1018575","1083112","1132260","1170503","1202438","1229076","1247312","1257490","1259948","1251983","1219682","1176469","1139277","1100023","1062395",
"Pre-demographic dividend","PRE","Population ages 60-64, male","SP.POP.6064.MA","1772811","1808258","1845086","1883518","1924865","1969351","2016316","2065637","2118529","2173892","2229394","2284911","2340971","2398924","2460114","2525155","2592196","2661894","2736880","2812791","2881463","2936801","2991267","3046933","3102625","3159755","3216134","3275304","3333390","3395558","3456630","3514702","3584320","3666644","3756277","3841449","3917531","3998512","4088833","4183474","4280637","4384463","4501004","4629271","4767229","4917357","5069892","5213810","5347215","5471567","5600342","5746370","5916650","6120501","6341669","6560854","6781179","6999268","7219793","7450296","7680113","7914964","8188234","8501012","8831856",
"Puerto Rico (US)","PRI","Population ages 60-64, male","SP.POP.6064.MA","29153","30090","31091","32104","32957","33542","33901","34129","34430","35097","36558","38764","41206","43418","45048","45941","46252","46309","46476","47048","48327","49908","51427","53025","54797","56652","58616","60677","62657","64505","65345","64860","64029","63539","63481","63791","64530","65396","66203","67154","68784","71500","74158","76317","78120","79285","79560","79132","78490","78182","80394","85003","90062","94564","97775","100159","101887","103648","103298","105545","106148","106253","104729","103254","102701",
"Korea, Dem. People's Rep.","PRK","Population ages 60-64, male","SP.POP.6064.MA","90533","92192","93928","95539","96744","97576","97961","97643","97473","98678","101335","105450","111250","117587","122627","126085","128168","129083","129823","131362","133612","136166","138918","141667","144550","148060","152707","158552","165520","175062","188568","205294","225830","251768","283298","317293","352853","390249","426284","456468","479397","495929","505279","509615","510945","510647","510915","510839","507139","500343","497268","476091","437726","416648","417886","430730","464746","530213","601643","649152","676051","697770","707890","713316","732421",
"Portugal","PRT","Population ages 60-64, male","SP.POP.6064.MA","140345","148116","153611","159150","165589","168485","168837","171453","174548","175630","180012","185080","186294","187829","191827","197366","198522","196781","194237","192108","194540","201056","208101","216965","226831","233409","237311","240357","242554","243943","245282","247215","249800","251862","253011","255036","256755","256934","257151","258352","257571","253837","250547","249440","250062","253841","259695","265435","272831","281024","287544","294125","300776","303080","302896","304264","305328","307410","311956","317202","322981","330744","336006","341381","347025",
"Paraguay","PRY","Population ages 60-64, male","SP.POP.6064.MA","16234","16622","16958","17325","17745","18173","18620","19085","19591","20192","20933","21816","22815","23931","25032","25961","26715","27302","27786","28279","28887","29679","30626","31727","33014","34448","36001","37621","39164","40399","41134","41294","40939","40351","40011","40324","41442","43311","45676","48114","50349","52436","54438","56256","57961","59667","61290","62900","64817","67061","69188","71218","73389","75534","77701","80301","83286","86364","89612","92980","96222","98898","101999","106212","110765",
"West Bank and Gaza","PSE","Population ages 60-64, male","SP.POP.6064.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11721","12508","13370","14279","15215","16193","17222","18322","19134","19921","20647","21367","22107","22938","23917","24995","26176","27480","28766","29831","30862","31925","32967","34135","35515","36920","38311","39644","41267","43035","44887","46766","48818","50987","52788",
"Pacific island small states","PSS","Population ages 60-64, male","SP.POP.6064.MA","8098","8214","8341","8495","8653","8816","9011","9219","9444","9705","9990","10286","10609","10962","11309","11635","11958","12290","12632","13068","13463","13724","14001","14276","14552","14853","15189","15502","15801","16135","16454","16743","17061","17425","17775","18057","18334","18730","19243","19797","20286","20695","21131","21603","22075","22601","23226","23957","24749","25537","26255","26914","27656","28479","29400","30433","31487","32560","33662","34753","35874","36912","38013","39277","40435",
"Post-demographic dividend","PST","Population ages 60-64, male","SP.POP.6064.MA","14263334","14741450","15161051","15568452","15938747","16227079","16452333","16726129","17003488","17269268","17508590","17701249","17852049","17979796","18047739","17928338","17508597","16878997","16230284","15851519","16062665","16817770","17771479","18749853","19562322","20067181","20415016","20808451","21231532","21648862","21985101","22235185","22390868","22382735","22303512","22356993","22554372","22830817","23242295","23700818","24112132","24462899","24785862","25134768","25414266","25437356","25864874","27031277","28279858","29446714","30710932","31469019","31590547","31574638","31659721","31900327","32307171","32771869","33328133","33962110","34564975","35069625","35557160","36094775","36637732",
"French Polynesia","PYF","Population ages 60-64, male","SP.POP.6064.MA","804","836","874","903","924","948","978","1008","1040","1072","1100","1134","1180","1233","1290","1346","1395","1416","1405","1382","1367","1366","1385","1427","1487","1567","1667","1781","1897","2001","2095","2186","2275","2369","2476","2568","2637","2749","2869","2946","3052","3183","3325","3486","3651","3788","3891","3986","4066","4161","4259","4369","4543","4791","5082","5407","5756","6026","6263","6539","6733","6881","7151","7512","7817",
"Qatar","QAT","Population ages 60-64, male","SP.POP.6064.MA","345","371","408","453","505","564","632","712","802","903","974","1009","1043","1076","1107","1139","1176","1217","1264","1319","1386","1470","1573","1692","1831","2002","2203","2418","2633","2838","3037","3247","3463","3688","3914","4124","4290","4451","4629","4813","5050","5389","5866","6504","7010","7488","8375","9156","9602","10338","10776","11773","13404","15905","18918","21400","23073","23837","24364","25599","27806","24963","28179","31982","36155",
"Romania","ROU","Population ages 60-64, male","SP.POP.6064.MA","320850","338417","356132","372020","386375","399725","412654","423902","431208","437782","445193","452299","458820","462310","460689","450811","427253","381261","322075","289132","290983","314250","362477","426066","475579","508253","533652","549168","562962","572123","576980","575885","576729","579462","576462","572984","571733","570587","567813","567437","561192","538315","508712","485529","466517","452238","449076","453937","465782","491834","528099","559027","579834","596370","601682","605044","613109","614576","608169","595218","570896","537341","508116","488739","475232",
"Russian Federation","RUS","Population ages 60-64, male","SP.POP.6064.MA","1176884","1184036","1202941","1269722","1357190","1446656","1541237","1645853","1721384","1784788","1848290","1912139","1982199","2044063","2090751","2078959","1974219","1812514","1703769","1621246","1529323","1520121","1578142","1650696","1775272","1986622","2284447","2663477","3046015","3363733","3579092","3659082","3598034","3402905","3121504","2932012","2898310","3020159","3271252","3540633","3677829","3644455","3367842","2867472","2351836","1957756","1803527","1922309","2227873","2651945","3076001","3345320","3502539","3627425","3713477","3786258","3867964","3952463","4050915","4129568","4199590","4258404","4262315","4229539","4157849",
"Rwanda","RWA","Population ages 60-64, male","SP.POP.6064.MA","25273","25489","25509","25398","25363","25513","25810","26270","26915","27561","28029","28359","28585","28649","28627","28731","28925","29146","29570","30539","32167","34391","37193","40447","43889","47307","50719","53835","56436","58420","59494","59652","59437","59927","43835","27928","31580","34909","35887","37248","39185","41541","43581","44584","45080","45839","47151","49385","52650","56941","62250","68228","74464","80851","87086","92882","98568","104668","111424","118754","126163","132618","136038","136084","134368",
"South Asia","SAS","Population ages 60-64, male","SP.POP.6064.MA","5952364","6119370","6233033","6322277","6434615","6580205","6755151","6969852","7204610","7421732","7613095","7757808","7873126","7996956","8134837","8297839","8480051","8683139","8897921","9114137","9328407","9536969","9740750","9945233","10157849","10380318","10612683","10855700","11105331","11354002","11599146","11839676","12075678","12311478","12551217","12796435","13057109","13342844","13638621","13919210","14182718","14432759","14672011","14928910","15237986","15608897","16037012","16506020","17010070","17741904","18726188","19789965","20926728","22111994","23192654","24102253","24970323","25802359","26568484","27250859","27851692","28322623","28839820","29503807","30194607",
"Saudi Arabia","SAU","Population ages 60-64, male","SP.POP.6064.MA","23062","23489","23921","24357","24799","25245","25701","26170","26652","27143","27712","28432","29312","30369","31630","33059","34612","36300","38133","40116","42256","44557","47014","49626","52392","55304","58355","61553","64908","68422","72123","76086","80414","85167","90369","96031","102213","109004","116464","124641","133051","141577","150635","160161","169869","179207","187525","194332","199352","203830","199586","208800","221365","241986","260846","292412","328959","355054","357046","357024","380027","375467","405762","454297","496136",
"Sudan","SDN","Population ages 60-64, male","SP.POP.6064.MA","64493","66004","67691","69546","71559","73726","76039","78509","81105","83754","86433","89133","91876","94235","96880","100899","105036","108994","114568","122492","132392","141706","149758","155448","158258","160491","162585","164459","165817","166882","167781","168601","169398","169803","170074","170978","173497","176949","180388","184398","189128","194832","201755","210618","221109","232991","247038","262750","277639","290932","304352","318458","333622","350202","368962","388110","405554","422707","438345","450630","459670","466669","473918","476165","477318",
"Senegal","SEN","Population ages 60-64, male","SP.POP.6064.MA","29751","30642","31512","32377","33269","34211","35196","36221","37288","38404","39577","40812","42114","43465","44822","46143","47416","48611","49781","51018","52342","53752","55247","56834","58516","60305","62231","64271","66365","68450","70492","72490","74436","76327","78154","79865","81476","83041","84492","85698","86611","87272","88052","89239","90794","92703","95475","99064","102555","105691","108736","111165","112862","115163","118564","122714","127538","132975","138849","145055","151490","158189","165611","172837","179928",
"Singapore","SGP","Population ages 60-64, male","SP.POP.6064.MA","15352","16588","17772","18878","19915","20846","21712","22486","23224","24084","25172","26457","27638","28496","28937","29019","28869","28781","28925","29400","29965","31409","32705","33219","34147","34732","35544","37101","39032","41000","43133","44476","45694","46773","48359","49983","51705","52849","54999","56952","59925","63528","65246","64352","64129","63727","66352","74224","84877","94624","104324","112398","118073","122781","127846","132867","138598","142992","147173","151752","154668","150886","155224","161972","166039",
"Solomon Islands","SLB","Population ages 60-64, male","SP.POP.6064.MA","1248","1316","1382","1442","1492","1536","1579","1622","1665","1706","1747","1787","1829","1877","1929","1983","2047","2118","2191","2265","2339","2413","2490","2571","2656","2745","2839","2928","3014","3107","3203","3296","3384","3466","3543","3614","3681","3744","3806","3866","3916","3972","4054","4157","4264","4355","4417","4453","4481","4533","4674","4910","5189","5480","5758","6005","6227","6450","6698","6946","7209","7535","7919","8337","8760",
"Sierra Leone","SLE","Population ages 60-64, male","SP.POP.6064.MA","25660","26206","26754","27307","27871","28451","29044","29651","30256","30847","31419","31961","32477","32986","33483","33977","34466","34975","35513","36056","36617","37189","37767","38371","38994","39621","40328","41126","41933","42658","44026","44186","43002","42572","42362","41996","41776","41932","41916","41600","42079","44147","46293","47832","49291","50550","51492","52348","52641","52157","51996","52328","52739","53801","55758","57743","59702","61938","64359","66888","69396","71991","74789","77753","80818",
"El Salvador","SLV","Population ages 60-64, male","SP.POP.6064.MA","24334","24732","25278","25958","26633","27292","27958","28657","29355","30046","30521","30681","30719","30780","30895","31065","31372","31815","32374","32943","33270","33469","33992","34720","35446","36318","37336","38452","39707","41175","42736","44238","45635","47404","49518","51397","53014","54437","55795","57188","58671","60294","62045","63775","65358","66855","68321","69623","70966","72456","73750","74844","75814","76556","77166","77884","78741","79742","80936","82186","83229","84149","85337","86781","88442",
"San Marino","SMR","Population ages 60-64, male","SP.POP.6064.MA","317","318","321","327","332","335","335","338","339","347","356","388","426","442","448","450","464","442","416","442","491","535","570","588","582","565","562","563","562","568","576","583","607","643","662","667","669","671","677","684","690","697","702","711","749","760","774","803","819","857","862","871","920","915","901","912","935","973","1010","1056","1119","1166","1233","1318","1390",
"Somalia, Fed. Rep.","SOM","Population ages 60-64, male","SP.POP.6064.MA","28535","29278","30044","30828","31608","32390","33166","33929","34700","35509","36367","37261","38205","39190","40113","40946","41736","42562","45328","50850","54890","54744","54299","55410","56801","58454","60201","61691","60879","58825","57559","54125","50108","50461","52459","53868","55517","57401","59764","61836","63559","65051","66191","67297","68769","70680","72872","75649","78618","81712","86013","89037","91657","96359","101057","104430","107542","110849","113925","117391","120956","124162","126983","130469","134865",
"Serbia","SRB","Population ages 60-64, male","SP.POP.6064.MA","112994","122539","131249","137852","142143","144986","147113","148757","151105","155497","158102","159879","159520","156291","149812","139245","125206","109896","97726","93533","102006","118453","139789","160546","176499","187156","195460","203856","213181","222822","231760","229684","234471","237106","237856","237151","234998","231409","226832","221463","214886","206847","197443","187288","178583","172170","169742","174330","186229","202361","220727","236922","248882","257535","263564","266108","265420","259992","250060","240459","232042","224133","215403","211980","207448",
"Sub-Saharan Africa (excluding high income)","SSA","Population ages 60-64, male","SP.POP.6064.MA","1903136","1944776","1987419","2030916","2077078","2126631","2179259","2234504","2293048","2353918","2415487","2477264","2539474","2604303","2673229","2747525","2825275","2908441","3002609","3099962","3177135","3247151","3328376","3405514","3481633","3557333","3630239","3708645","3789382","3872936","3961287","4046572","4138422","4244940","4318506","4365792","4417276","4474389","4551154","4641828","4747556","4864606","4987068","5114751","5249858","5392812","5541999","5697172","5846333","5994105","6159348","6339147","6537389","6768370","7007888","7244105","7485931","7753105","8055670","8367590","8669769","8966619","9263501","9560446","9869080",
"South Sudan","SSD","Population ages 60-64, male","SP.POP.6064.MA","25436","25498","25712","25921","26210","26518","26535","26423","26344","26244","26121","26257","26648","27230","28010","28823","29658","30500","31348","32223","33126","34056","35018","35920","36652","37293","37920","38051","36532","34894","34802","35214","35347","35195","35619","36381","36923","37619","37902","38507","40053","41730","43529","45534","47818","50384","53197","56150","58982","61500","64484","68031","71611","75493","77696","78660","78538","76487","77575","82013","86382","90099","93899","100323","107059",
"Sub-Saharan Africa","SSF","Population ages 60-64, male","SP.POP.6064.MA","2056520","2106989","2161586","2218459","2276668","2335952","2395935","2456407","2519120","2584125","2650353","2717089","2784467","2854602","2928484","3007135","3089460","3175573","3272025","3371347","3448243","3523563","3614282","3697904","3779943","3863175","3945246","4035400","4130799","4228898","4330965","4434772","4545006","4665078","4751882","4810648","4872800","4941979","5031759","5135537","5255413","5388056","5526910","5672465","5827695","5993089","6166403","6346355","6517601","6684739","6862453","7049153","7257272","7503345","7763116","8027681","8303409","8603357","8941835","9296304","9645338","9991679","10342961","10694564","11053477",
