"Data Source","Health Nutrition and Population Statistics",

"Last Updated Date","2026-02-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Comoros","COM","Population ages 60-64, male","SP.POP.6064.MA","1948","2021","2099","2181","2270","2371","2470","2572","2674","2775","2880","2989","3104","3229","3366","3504","3631","3742","3832","3891","3912","3931","3977","4030","4093","4167","4254","4353","4465","4587","4720","4880","5060","5250","5445","5636","5818","5975","6090","6009","5830","5817","5949","6055","5969","5710","5398","5152","5069","5209","5552","5999","6438","6753","6921","7053","7261","7514","7755","8010","8261","8511","8811","9162","9505",
"Cabo Verde","CPV","Population ages 60-64, male","SP.POP.6064.MA","2154","2280","2462","2707","2945","3176","3409","3642","3875","4105","4209","4173","4120","4068","4020","3918","3756","3582","3397","3203","3091","3087","3108","3139","3180","3229","3284","3346","3411","3474","3553","3637","3697","3728","3731","3705","3656","3593","3527","3468","3428","3395","3349","3286","3212","3140","3080","3029","2999","3008","3116","3386","3760","4158","4553","4945","5349","5787","6268","6803","7349","7872","8381","8866","9279",
"Costa Rica","CRI","Population ages 60-64, male","SP.POP.6064.MA","11540","11998","12435","12851","13254","13686","14187","14761","15401","16090","16798","17485","18146","18773","19347","19848","20271","20647","21032","21500","22117","22925","23908","25040","26274","27533","28809","30129","31470","32779","34057","35311","36524","37692","38925","40293","41800","43514","45360","47154","48879","50590","52271","54034","56055","58414","61126","64107","67371","70803","74158","77458","80840","84261","87780","91547","95526","99727","104150","108837","113624","118205","122512","126421","129666",
"Caribbean small states","CSS","Population ages 60-64, male","SP.POP.6064.MA","26863","28038","28894","29446","29908","30351","30799","31262","31789","32427","33233","34193","35109","35909","36631","37220","37674","38041","38342","38558","38714","38799","38839","38897","38998","39157","39306","39394","39483","39539","39520","39633","39899","40206","40550","41061","41782","42626","43628","44801","46029","47241","48553","50167","51936","53055","55291","57995","60956","63929","67012","70056","72975","75805","78836","82051","85143","88023","90774","93781","96931","100005","103420","107102","109969",
"Cuba","CUB","Population ages 60-64, male","SP.POP.6064.MA","99045","104990","111554","118078","123586","127823","130761","132239","132816","133441","134467","136536","139645","142826","145645","147912","149625","150850","151973","153401","155101","156549","157564","158292","158954","160028","161680","163897","166684","169690","172615","175474","178109","180389","182908","185972","189976","195765","203069","211436","220321","228123","234394","240398","245681","249142","252401","256251","260038","263777","267352","269769","271419","274279","277620","279537","280706","280794","279651","282225","292163","306804","328879","359301","389261",
"Curacao","CUW","Population ages 60-64, male","SP.POP.6064.MA","1207","1255","1336","1430","1534","1646","1746","1833","1906","1950","1961","1953","1896","1818","1763","1702","1649","1619","1608","1629","1673","1726","1792","1851","1899","1944","1978","2002","2018","2037","2073","2122","2184","2267","2359","2450","2540","2602","2592","2523","2445","2375","2423","2567","2725","2916","3120","3324","3521","3713","3928","4124","4204","4223","4249","4288","4344","4402","4234","4150","4265","4317","4395","4521","4628",
"Cayman Islands","CYM","Population ages 60-64, male","SP.POP.6064.MA","102","98","95","94","98","106","115","121","125","126","127","131","138","148","161","175","189","203","214","224","233","242","252","260","265","278","294","305","315","324","322","315","322","344","374","405","435","463","485","507","529","538","544","559","590","639","691","742","790","831","869","909","947","984","1033","1083","1136","1201","1273","1345","1433","1557","1711","1879","2048",
"Cyprus","CYP","Population ages 60-64, male","SP.POP.6064.MA","9360","9666","9827","9925","10015","10164","10410","10720","11043","11349","11607","11798","11919","11912","11684","11433","11383","11438","11509","11581","11636","11670","11728","11877","12110","12385","12677","12950","13180","13362","13511","13656","13853","14174","14606","15070","15523","15943","16332","16739","17239","17914","18826","19873","20905","21862","22727","23519","24283","25049","25817","26533","27149","27705","28274","28933","29740","30732","31861","33006","34040","34831","35339","35628","35799",
"Czechia","CZE","Population ages 60-64, male","SP.POP.6064.MA","219069","228242","238961","248525","256117","260329","263951","267840","271274","275610","278495","278963","278810","277602","273169","260630","237086","207743","178192","157986","158467","177250","204103","231811","251169","257038","255461","251466","247014","244076","242186","240577","239190","236670","232151","225557","218307","212462","209096","209466","214413","222775","233287","247558","263536","275519","290246","311739","329539","339879","349402","354560","352414","349519","348427","347667","345173","341132","334575","324946","313858","297814","291593","294548","306985",
"Germany","DEU","Population ages 60-64, male","SP.POP.6064.MA","1779380","1869922","1957545","2023725","2069633","2101426","2106214","2092159","2074422","2048985","2006923","1960037","1922909","1888309","1840680","1752699","1606974","1420864","1231992","1112547","1128938","1253144","1406888","1543797","1622517","1642039","1649789","1694340","1792612","1910762","2011245","2074241","2096380","2078819","2085257","2148186","2238960","2350980","2504367","2655470","2755755","2823483","2811398","2731745","2620303","2417866","2207867","2120852","2102101","2103288","2192554","2285536","2386771","2455096","2487543","2512290","2547252","2596098","2657326","2733769","2819929","2912638","3008056","3115257","3221172",
"Djibouti","DJI","Population ages 60-64, male","SP.POP.6064.MA","644","674","707","746","793","843","895","950","1006","1071","1145","1225","1316","1416","1533","1675","1848","2046","2257","2465","2649","2803","2931","3050","3184","3355","3567","3821","4095","4446","4947","5410","5390","5317","5457","5550","5723","5955","6221","6477","6725","6984","7254","7496","7720","7971","8268","8603","8962","9341","9665","9874","10002","10099","10207","10397","10719","11150","11641","12168","12707","13258","13858","14511","15191",
"Dominica","DMA","Population ages 60-64, male","SP.POP.6064.MA","621","630","633","637","650","678","711","744","778","802","809","814","821","827","845","874","902","925","937","937","928","910","895","891","894","899","907","919","935","935","923","919","918","919","938","963","975","985","986","974","956","952","971","1007","1045","1084","1126","1168","1205","1241","1282","1302","1325","1325","1338","1402","1524","1655","1732","1819","1897","1956","1988","1999","2004",
"Denmark","DNK","Population ages 60-64, male","SP.POP.6064.MA","105659","107173","109016","110844","112688","114806","116704","118306","120283","123132","125983","128061","129756","130815","130536","129243","127715","125979","124702","123691","124456","126856","127922","128036","128375","127183","124429","122536","121148","119342","117691","116719","115943","115172","115031","115801","117217","119534","122629","126012","129494","133172","138212","145000","153511","163884","174950","183581","187550","186993","182949","177090","171311","167965","166718","166579","167440","168595","169364","170155","171634","173419","175943","180473","186512",
"Dominican Republic","DOM","Population ages 60-64, male","SP.POP.6064.MA","27421","28248","29090","29944","30812","31640","32485","33402","34338","35279","36221","37163","38098","39030","39964","40899","41840","42797","43772","44756","45766","46811","47891","49029","50261","51615","53067","54607","56239","57985","59852","61841","63949","66174","68461","70713","73068","75634","78161","80251","81873","83129","84069","85056","86649","89282","93026","97881","103740","109833","116125","122933","129961","137221","145213","153635","161834","169903","177702","185141","191893","197831","203640","209228","214007",
"Algeria","DZA","Population ages 60-64, male","SP.POP.6064.MA","129072","129000","127128","125903","127621","131683","134343","135055","135765","136390","136760","136769","136527","136296","136348","141532","151250","155983","156430","157546","159441","162252","165962","170478","175711","181690","188440","195901","204275","213442","223029","232697","246074","262082","276093","288074","297931","306522","312968","318153","323818","328803","332034","332628","330911","329002","330099","337649","354649","381988","417474","457219","497113","533469","564178","589583","611566","632085","652820","675161","698193","723615","753720","787267","823717",
"East Asia & Pacific (excluding high income)","EAP","Population ages 60-64, male","SP.POP.6064.MA","10044082","10024541","10202848","10487637","10790393","11072162","11319020","11510533","11678215","11904379","12176686","12443828","12740458","13130728","13578889","14002895","14398815","14766019","15033345","15233575","15537894","15949982","16389165","16900165","17522297","18136103","18637063","19154163","19781135","20338989","20872259","21516442","22211911","22990870","23832946","24593264","25327389","26030829","26520748","26780758","27015648","27319047","27558737","27721135","28047155","28549463","29237627","30329558","31831203","33575862","35715236","37997144","40503293","43084233","45450726","47631519","49306427","50675706","51530748","51060377","49493976","47784641","47684077","50942067","56028173",
"Early-demographic dividend","EAR","Population ages 60-64, male","SP.POP.6064.MA","10509774","10849649","11142718","11413538","11702851","12005877","12321717","12675074","13044959","13400061","13737026","14027892","14285945","14550495","14821552","15114705","15427160","15757796","16109554","16484301","16865701","17280866","17740670","18220830","18724473","19245382","19783545","20346141","20925839","21503474","22088941","22652748","23202543","23752281","24264441","24761926","25294460","25857577","26432710","26984243","27516099","28026575","28511383","29013571","29589303","30269079","31072412","31978227","32976051","34258019","35852312","37593398","39471028","41490864","43422436","45217684","46987739","48719367","50399666","52041823","53581916","54897702","56357279","58034576","59699304",
"East Asia & Pacific","EAS","Population ages 60-64, male","SP.POP.6064.MA","12053977","12102713","12338589","12665645","13003044","13305496","13582679","13827259","14069769","14386752","14748636","15106734","15458286","15903575","16399808","16864301","17294783","17681663","17944565","18170622","18536785","19028783","19591949","20282956","21109378","21946586","22694137","23440499","24262330","24975677","25627283","26383285","27192464","28074358","29013567","29881192","30725000","31512207","32055495","32387516","32756695","33234771","33660950","34026198","34435070","34825171","35542617","36925872","38783883","40894794","43440110","45926028","48367905","50785855","53000084","55115588","56782194","58148773","59062866","58734417","57295450","55680937","55691206","59075921","64231421",
"Europe & Central Asia (excluding high income)","ECA","Population ages 60-64, male","SP.POP.6064.MA","1615150","1666527","1717149","1787957","1859626","1916274","1975762","2045089","2092304","2135900","2170564","2192759","2217667","2236065","2234703","2190315","2091815","1961593","1867872","1830355","1836640","1910451","2042459","2188399","2346382","2536423","2755274","3007014","3244070","3471608","3634524","3699143","3716268","3630930","3461573","3377819","3420621","3521068","3690577","3857352","3943737","3898513","3741245","3482136","3217653","3001872","2868413","2889996","3047811","3303707","3631338","3948764","4197365","4416835","4604217","4747037","4893232","5037374","5190175","5372140","5552761","5704813","5765550","5824821","5945407",
"Europe & Central Asia","ECS","Population ages 60-64, male","SP.POP.6064.MA","11595245","12039542","12465266","12922512","13356429","13732733","14030154","14329670","14575368","14791363","14979305","15085801","15190178","15257626","15224704","14915999","14197008","13187002","12216344","11588193","11608762","12290795","13265995","14288860","15173338","15812426","16390595","17114952","17919278","18684432","19245156","19527032","19553347","19260959","18776156","18503017","18536729","18814498","19363396","19965185","20310762","20283878","19807756","19015026","18228994","17540382","17370828","18000105","19018603","20197682","21462552","22365553","22877452","23252755","23554083","23853545","24247491","24667738","25129158","25608365","26044936","26408471","26696075","27022979","27395112",
"Ecuador","ECU","Population ages 60-64, male","SP.POP.6064.MA","48655","49177","49842","50613","51421","52276","53151","53989","54905","56088","57547","59326","61488","63787","65807","67431","68666","69469","70080","70923","72177","73793","75795","78132","80649","83265","86008","88888","91855","94936","98233","101737","105320","108927","112581","116301","120056","123796","127616","131759","136296","141185","146501","152269","158327","164496","170627","176941","184538","193871","203705","213501","223275","231916","239033","245929","253324","261011","269110","277530","284014","289558","297387","306786","316775",
"Egypt, Arab Rep.","EGY","Population ages 60-64, male","SP.POP.6064.MA","292583","301257","309584","317757","326350","335507","345156","355364","365938","376300","386122","395485","404384","412838","421340","430087","438446","446560","454834","463285","472178","481490","491179","501456","512158","523220","534355","545461","557218","570227","585708","602188","619205","636456","650721","660511","666870","670852","672115","670645","668629","667864","669936","679593","701232","736778","786118","846893","911555","970697","1019774","1062052","1101889","1143451","1191818","1247323","1304955","1360896","1414816","1467413","1518764","1569627","1622931","1680418","1739663",
"Euro area","EMU","Population ages 60-64, male","SP.POP.6064.MA","5733701","5989590","6219202","6411010","6567405","6711838","6785474","6836709","6893054","6938783","6972395","6959028","6946939","6929819","6872091","6692731","6335479","5853742","5349268","4995623","5053790","5484129","6021362","6556651","6978532","7162854","7221342","7325188","7490550","7689212","7877086","8023753","8103179","8109065","8108065","8144786","8198786","8267810","8394193","8540075","8657386","8728422","8704334","8649497","8596337","8453207","8416416","8659287","8982209","9279916","9619659","9844354","9953639","9993633","10002236","10051626","10162796","10307242","10493299","10712913","10953852","11179851","11428554","11723177","12022386",
"Eritrea","ERI","Population ages 60-64, male","SP.POP.6064.MA","7601","7726","7850","7982","8138","8319","8514","8737","8995","9267","9550","9843","10140","10441","10738","11029","11352","11711","12087","12487","12916","13376","13859","14288","14660","15045","15455","15945","16512","17080","17650","16852","16011","16687","17365","18358","19304","19780","20222","20529","20896","21602","22420","23382","24410","25074","25491","25876","26218","26392","26216","25786","25410","25288","25234","25470","26027","26512","27248","28303","29512","30841","32314","33755","34990",
"Spain","ESP","Population ages 60-64, male","SP.POP.6064.MA","537517","554271","570488","592423","615171","631597","642799","656246","669448","680724","691042","698916","704304","707256","705890","702190","697289","691345","687935","689752","704434","738088","782220","827774","870453","902078","921688","935863","948869","962196","979029","996375","1012599","1029385","1039245","1039570","1036930","1024002","988821","936471","912398","904120","893127","922534","988480","1036322","1067860","1112669","1151223","1176391","1184581","1191785","1206966","1211603","1212152","1229684","1259970","1294958","1337414","1388988","1439380","1483533","1532172","1588157","1650772",
"Estonia","EST","Population ages 60-64, male","SP.POP.6064.MA","20665","21468","22438","23509","24357","24949","25510","25828","25672","25584","25814","26113","26343","26573","26685","26352","25043","22947","21453","20521","19817","20295","21805","23185","24402","25855","27417","29717","32194","34097","35885","37096","37055","36133","34920","33831","33184","33097","33511","34578","35295","35444","34993","33242","31082","29248","27954","27749","28975","31020","33011","34314","34957","35235","35376","35972","36609","36969","37495","38102","38448","38666","39525","40390","40483",
"Ethiopia","ETH","Population ages 60-64, male","SP.POP.6064.MA","152815","161629","173565","186921","198944","208650","215984","221197","225358","229493","234153","239106","244252","249545","254492","258844","263428","266383","268672","270631","270336","275610","285072","291531","297429","304949","314118","325850","340527","355066","368767","387260","405614","419131","432349","443825","454482","466547","479571","492692","506864","522482","538854","556730","576843","599270","623359","648102","670124","689438","701820","708714","718550","733593","753786","782034","815812","848406","884126","926531","973299","1022755","1076715","1131401","1181621",
"European Union","EUU","Population ages 60-64, male","SP.POP.6064.MA","7391560","7723289","8027415","8292250","8517767","8714969","8835844","8940148","9041163","9130467","9206414","9220281","9226206","9211431","9135624","8895303","8409253","7745427","7051155","6590094","6673775","7232395","7956671","8701926","9273898","9533118","9635152","9756235","9940450","10155780","10352068","10504011","10589097","10590748","10567009","10573026","10596604","10641178","10747061","10883552","10986145","11034405","10983867","10924157","10882093","10756169","10783274","11145170","11600200","12040983","12518432","12848875","13021024","13103595","13147521","13226704","13364807","13517677","13682865","13854328","14009750","14127571","14293864","14534188","14805348",
"Fragile and conflict affected situations","FCS","Population ages 60-64, male","SP.POP.6064.MA","2451683","2507071","2567587","2651925","2741092","2820748","2905588","3000504","3078437","3155039","3231197","3302752","3380486","3457163","3527691","3572988","3582213","3574823","3605576","3662670","3701037","3772432","3890149","4006733","4130076","4281817","4447304","4627656","4785504","4949273","5092212","5183492","5288305","5334225","5305247","5334282","5439144","5582725","5797691","6022968","6197061","6286259","6322269","6309380","6309389","6346899","6421552","6574898","6753188","6963990","7227170","7500089","7755235","8035959","8317666","8564000","8820601","9081142","9353774","9651385","9952215","10236053","10462833","10728145","11076585",
"Finland","FIN","Population ages 60-64, male","SP.POP.6064.MA","74449","77218","80344","82643","84833","87053","89144","91785","94559","97117","99458","101129","101892","101731","100526","98406","95398","92470","90592","87977","87205","89790","92290","95223","100043","104153","106738","109710","112531","114888","116771","118005","118350","117118","115450","114697","114269","114972","118080","122199","123613","127507","130588","129917","131658","139141","149371","162367","177886","189564","195965","195510","192593","189084","185127","182365","181400","180299","178134","176668","175711","174597","174639","177078","179686",
"Fiji","FJI","Population ages 60-64, male","SP.POP.6064.MA","3533","3491","3460","3461","3496","3562","3663","3792","3932","4082","4249","4422","4592","4761","4925","5078","5216","5350","5473","5566","5633","5692","5756","5835","5937","6076","6269","6428","6547","6700","6864","7028","7187","7335","7486","7643","7815","8064","8381","8706","9027","9344","9665","9984","10298","10628","11018","11453","11860","12219","12479","12652","12825","13031","13311","13716","14223","14739","15260","15785","16282","16666","17046","17486","17830",
"France","FRA","Population ages 60-64, male","SP.POP.6064.MA","1083613","1140971","1186699","1219956","1238667","1250565","1255804","1252160","1250972","1253512","1254916","1250737","1249187","1252388","1247611","1198212","1095616","981136","877591","801144","836758","979794","1120147","1241934","1341271","1377588","1367603","1366516","1373470","1384051","1397696","1409229","1417804","1419015","1413939","1400618","1380118","1360080","1345065","1337142","1325034","1302122","1287979","1298564","1319051","1350624","1444247","1585905","1716934","1836189","1949463","2007186","2005414","1993753","1979995","1967648","1962007","1964341","1970776","1984027","2001575","2016786","2029110","2043625","2061758",
"Faroe Islands","FRO","Population ages 60-64, male","SP.POP.6064.MA","581","593","610","628","648","670","691","712","735","761","788","817","846","871","889","898","900","908","929","955","980","995","1002","999","987","981","970","955","958","957","962","986","1009","1011","991","965","939","944","960","970","986","1031","1098","1174","1246","1307","1345","1371","1410","1443","1455","1472","1470","1466","1469","1458","1446","1459","1477","1499","1521","1536","1548","1569","1595",
"Micronesia, Fed. Sts.","FSM","Population ages 60-64, male","SP.POP.6064.MA","408","416","423","431","438","445","454","463","472","482","492","500","509","518","528","533","536","536","539","548","564","581","601","620","634","646","656","667","679","693","709","726","783","887","983","1022","1026","1050","1095","1139","1120","1028","927","852","814","816","857","929","1027","1121","1223","1326","1398","1448","1517","1598","1660","1701","1717","1721","1725","1718","1713","1728","1742",
"Gabon","GAB","Population ages 60-64, male","SP.POP.6064.MA","9187","9237","9287","9339","9393","9446","9501","9556","9613","9676","9744","9808","9872","9935","10001","10066","10132","10202","10274","10350","10432","10519","10609","10703","10801","10905","11018","11136","11259","11385","11516","11650","11791","11941","12094","12249","12415","12595","12778","12946","13099","13252","13412","13602","13856","14196","14616","15105","15578","16060","16641","17274","17922","18640","19386","20071","20735","21415","22141","22938","23778","24669","25648","26700","27790",
"United Kingdom","GBR","Population ages 60-64, male","SP.POP.6064.MA","1204344","1253912","1300906","1351008","1396512","1425995","1445135","1463573","1481977","1497223","1506590","1509802","1510148","1509170","1505194","1493924","1467226","1416344","1345851","1302123","1322318","1373537","1428342","1482492","1508238","1487213","1450605","1426215","1429735","1436324","1422623","1408156","1393428","1379519","1368992","1363157","1364264","1374622","1395018","1420284","1434747","1432168","1431022","1443984","1464547","1495001","1567898","1679103","1768536","1820153","1853199","1840194","1776193","1724369","1706122","1706450","1727046","1756937","1793420","1830940","1851461","1877357","1922354","1965606","1999682",
"Georgia","GEO","Population ages 60-64, male","SP.POP.6064.MA","49084","50439","52334","54370","56176","57625","58386","58430","58320","58266","59249","60684","61272","61397","61010","59814","57881","55436","52888","51123","50434","50972","53237","57312","63175","71041","80816","91949","103313","111866","116313","117598","115956","112518","106671","100919","98634","99078","100984","103015","103604","100984","93175","80714","67217","55624","48859","49042","55543","64865","73958","80306","83855","86146","87869","89323","90761","92412","94271","96097","98168","99509","100517","100555","99172",
"Ghana","GHA","Population ages 60-64, male","SP.POP.6064.MA","54480","55593","56513","57257","57835","58525","59551","60815","62033","63300","64824","65998","66987","68599","70684","73069","75831","79114","82756","86512","89674","92325","95599","99377","102578","105355","108671","112829","117834","123206","128692","134361","139964","145433","150603","154702","157551","159740","161463","162638","163749","165436","167663","169683","171585","174123","176773","179368","183574","190297","197046","203519","211372","219683","227904","237977","250604","264413","279148","293881","307348","324832","347273","369397","390987",
"Gibraltar","GIB","Population ages 60-64, male","SP.POP.6064.MA","422","434","447","464","486","505","521","537","555","560","552","542","543","548","558","573","586","587","589","594","591","596","611","619","617","606","589","580","589","607","637","658","674","687","690","700","724","746","756","753","740","712","656","618","631","703","793","890","991","1054","1056","1041","1037","1021","1010","1009","1004","1006","1014","1018","1026","1028","1042","1083","1129",
"Guinea","GIN","Population ages 60-64, male","SP.POP.6064.MA","40576","41142","41804","42530","43263","44002","44745","45465","46205","47051","47999","49031","50162","51342","52464","53478","54402","55232","55999","56757","57538","58338","59155","59985","60836","61713","62613","63535","64437","65258","66584","68238","69292","70224","71155","71983","72904","73390","73797","74391","74678","74578","74765","75475","76217","76863","77430","78265","79434","80512","81865","83687","85434","87138","89209","91508","93903","96623","99667","103061","106598","110274","114285","118489","122655",
"Gambia, The","GMB","Population ages 60-64, male","SP.POP.6064.MA","3405","3505","3606","3713","3824","3938","4057","4181","4312","4448","4588","4737","4900","5068","5275","5524","5767","5998","6238","6524","6859","7229","7647","8099","8435","8637","8806","8936","9048","9172","9316","9479","9650","9767","9816","9845","9873","9900","9943","10035","10182","10380","10645","10981","11382","11831","12295","12700","12898","12851","12780","12840","13060","13567","14396","15371","16388","17484","18656","19891","21158","22437","23744","25076","26389",
"Guinea-Bissau","GNB","Population ages 60-64, male","SP.POP.6064.MA","6379","6433","6391","6304","6239","6255","6417","6762","7224","7638","8003","8327","8606","8880","9150","9349","9387","9274","9020","8790","8744","8780","8818","8873","8950","9051","9172","9306","9447","9594","9742","9807","9818","9860","9874","9819","9719","9603","9487","9396","9347","9342","9374","9445","9554","9699","9883","10113","10378","10673","11002","11359","11724","12083","12425","12740","13030","13308","13587","13879","14153","14436","14810","15271","15797",
"Equatorial Guinea","GNQ","Population ages 60-64, male","SP.POP.6064.MA","3718","3721","3713","3700","3697","3710","3742","3789","3847","3858","3797","3703","3594","3482","3373","3268","3165","3097","3076","3080","3136","3252","3402","3539","3654","3767","3875","3977","4078","4183","4293","4411","4541","4678","4821","4972","5128","5292","5464","5646","5929","6317","6723","7137","7558","7917","8241","8626","9091","9736","10551","11420","12327","13245","14056","14745","15387","16019","16718","17566","18532","19670","21017","22413","23741",
"Greece","GRC","Population ages 60-64, male","SP.POP.6064.MA","132867","140578","147128","150617","153844","181917","188264","192299","195528","198468","217759","214308","216912","219390","220783","220083","217506","211537","202821","194380","189312","189741","193208","198588","207093","217618","232343","249729","268603","287445","301545","308777","311164","311369","311165","311355","309252","306664","304443","300317","294399","285954","275071","265755","260839","262850","271612","283705","295179","303189","306920","307543","306528","304993","304504","306305","309111","311134","314178","318457","320700","320447","320734","321768","324531",
"Grenada","GRD","Population ages 60-64, male","SP.POP.6064.MA","895","882","850","807","766","729","694","661","631","603","578","582","615","659","713","772","836","900","961","1010","1053","1080","1088","1093","1103","1122","1146","1176","1211","1252","1293","1335","1378","1418","1454","1491","1526","1558","1583","1591","1579","1540","1489","1451","1422","1413","1442","1511","1609","1730","1867","1983","2077","2173","2277","2387","2503","2624","2740","2849","2950","3033","3099","3146","3163",
"Greenland","GRL","Population ages 60-64, male","SP.POP.6064.MA","262","273","284","300","314","330","339","345","353","363","377","387","402","419","438","461","483","486","480","480","482","482","486","501","527","562","602","650","698","738","775","800","812","816","817","823","836","853","876","911","963","1028","1104","1183","1253","1299","1322","1327","1321","1323","1339","1369","1402","1448","1527","1600","1664","1740","1826","1927","2011","2080","2129","2193","2251",
"Guatemala","GTM","Population ages 60-64, male","SP.POP.6064.MA","32150","33257","34181","35022","35880","36778","37731","38753","39823","40975","42267","43731","45334","46961","48435","49801","51082","52541","54350","56279","58253","60425","62830","65846","69426","72819","75827","78476","80821","82867","84634","86147","87368","88267","89147","90255","91426","92515","93570","94737","96091","97792","100044","102822","105953","109324","112956","116737","121013","125835","130614","135500","140895","146432","151967","157859","163703","168993","173393","176738","178609","179090","180222","183115","187243",
"Guam","GUM","Population ages 60-64, male","SP.POP.6064.MA","388","407","429","452","473","493","511","529","552","576","616","675","740","800","849","883","903","918","937","979","1048","1121","1203","1286","1387","1521","1671","1818","1928","1970","1960","1929","1897","1881","1885","1903","1941","2000","2077","2163","2227","2255","2259","2256","2279","2355","2495","2691","2911","3117","3274","3375","3439","3485","3533","3599","3687","3795","3917","4045","4173","4302","4427","4537","4619",
"Guyana","GUY","Population ages 60-64, male","SP.POP.6064.MA","5697","6006","6225","6414","6557","6643","6679","6695","6726","6809","6978","7198","7422","7634","7784","7831","7773","7643","7494","7381","7352","7411","7530","7675","7801","7870","7860","7765","7592","7357","7084","6880","6796","6764","6753","6763","6795","6851","6921","6995","7062","7112","7150","7213","7327","7514","7801","8185","8627","9069","9469","9802","10047","10241","10467","10765","11138","11588","12256","12886","13314","13655","13966","14307","14567",
"High income","HIC","Population ages 60-64, male","SP.POP.6064.MA","15991499","16520538","16999998","17491056","17959327","18349931","18674279","19049410","19414470","19760149","20084661","20361816","20594902","20794422","20910639","20777510","20259157","19465991","18662851","18188819","18372651","19191456","20282199","21437113","22440592","23160506","23782200","24500192","25280578","25981535","26509568","26856279","26975740","26846608","26611779","26530254","26663182","27005069","27554835","28173047","28661603","29008063","29143566","29156786","29093924","28870610","29302464","30721589","32398123","34100992","35868498","36999277","37408349","37641551","37929934","38388052","38994638","39614169","40281408","40977156","41603039","42048471","42574006","43202514","43713067",
"Hong Kong SAR, China","HKG","Population ages 60-64, male","SP.POP.6064.MA","21571","23216","24339","24185","23754","24291","25423","28421","33543","39538","46945","53164","57401","61594","65870","69111","71499","73809","76369","82064","86942","91944","95198","97859","99654","101826","105207","108590","111471","114660","117936","122164","125159","129414","133044","133019","136398","136707","135986","134294","132582","129814","126229","122812","122277","122575","126857","138174","152584","166927","182705","196645","207680","214858","221721","228406","237281","252004","268929","282798","289017","289851","288765","296354","293764",
"Honduras","HND","Population ages 60-64, male","SP.POP.6064.MA","19725","20043","20233","20356","20521","20775","21089","21448","21867","22359","22887","23486","24207","24915","25467","25941","26230","26234","26200","26495","27243","28459","30169","32108","33873","35329","36493","37296","37712","38087","38736","39635","40831","42215","43556","44758","45900","47019","48068","49079","50136","51265","52503","53949","55784","58110","60903","64281","68251","72769","77583","82298","86700","90691","94168","97229","100145","102926","105571","108112","110319","112172","114500","117504","120841",
"Heavily indebted poor countries (HIPC)","HPC","Population ages 60-64, male","SP.POP.6064.MA","1439238","1479610","1525292","1573924","1622482","1669799","1715693","1760537","1806437","1854242","1903126","1951970","2001022","2051110","2102096","2154435","2206617","2256662","2309995","2365479","2412998","2454757","2503327","2554590","2604301","2654030","2704914","2761391","2821298","2883241","2941454","3000029","3066615","3139168","3201632","3258729","3324825","3395799","3473730","3555618","3638621","3726656","3824354","3929766","4041704","4164284","4294630","4424581","4549088","4671186","4795829","4928993","5076277","5243725","5423890","5608942","5803974","6006067","6215677","6435281","6654901","6876796","7119447","7379893","7652209",
"Croatia","HRV","Population ages 60-64, male","SP.POP.6064.MA","73594","78431","82728","85992","88183","89805","91356","93151","95337","97511","99062","99705","99311","97784","94670","89223","81214","71711","63290","59095","60875","67598","76645","85292","90909","93818","96797","101030","106423","112687","119702","123842","125631","129904","133934","133876","132061","131820","131501","129895","127700","120761","118210","115664","111321","105330","102079","102805","105350","111277","120199","127199","131159","134797","138032","140112","142408","143076","142375","141059","139145","136989","135244","134418","133382",
"Haiti","HTI","Population ages 60-64, male","SP.POP.6064.MA","38630","40302","41927","43441","44809","46050","47118","47989","48736","49482","50265","51082","51946","52800","53543","54142","54611","54946","55188","55402","55612","55832","56089","56364","56624","56888","57159","57423","57782","58412","59393","60718","62405","64419","66670","69081","71700","74563","77510","80278","82744","84887","86744","88472","90230","92093","93892","95330","96710","98084","98897","100365","103260","106531","110081","113820","117459","121013","124483","127988","131158","133946","137025","140659","144615",
"Hungary","HUN","Population ages 60-64, male","SP.POP.6064.MA","222846","232722","240858","246806","249818","249836","250348","252394","255385","261000","268234","274082","278890","282138","282091","271726","247887","218645","189069","172634","179033","201326","228636","255798","270834","273175","272753","269500","266126","262101","259009","256881","254594","252193","248482","242978","236918","232123","228428","226286","227718","231587","236884","242604","248809","251263","249861","251488","255977","260599","268773","285129","295699","300646","311232","321748","327252","326918","318777","302944","285043","269642","258236","251806","248391",
"IBRD only","IBD","Population ages 60-64, male","SP.POP.6064.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
