"Data Source","Health Nutrition and Population Statistics",

"Last Updated Date","2026-02-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Namibia","NAM","Population ages 60-64, female","SP.POP.6064.FE","7721","7950","8206","8464","8689","8875","9016","9109","9177","9270","9405","9579","9792","10032","10279","10518","10746","10970","11143","11284","11414","11472","11509","11568","11668","11826","12054","12367","12721","13179","13537","13629","13709","13938","14299","14727","15208","15735","16297","16883","17447","17882","18175","18546","19075","19678","20336","20997","21618","22300","22995","23526","24021","24586","25081","25556","26184","27012","28144","29767","31822","33867","35864","37781","38990",
"New Caledonia","NCL","Population ages 60-64, female","SP.POP.6064.FE","887","915","944","976","1004","1028","1051","1077","1107","1128","1164","1229","1296","1355","1398","1429","1449","1457","1462","1471","1485","1506","1534","1569","1618","1677","1746","1827","1921","2016","2111","2212","2310","2396","2471","2542","2620","2720","2850","3008","3183","3364","3534","3683","3813","3933","4059","4200","4340","4472","4612","4760","4904","5043","5182","5323","5479","5670","5930","6210","6483","6746","7002","7246","7454",
"Niger","NER","Population ages 60-64, female","SP.POP.6064.FE","27830","28454","28816","29077","29549","30338","31399","32749","34300","35850","37319","38722","40075","41420","42792","44207","45666","47171","48704","50238","51756","53243","54702","56153","57629","59174","60797","62487","64288","66274","68458","70848","73482","76313","79251","82295","85466","88758","92240","95954","99901","104065","108451","113118","118036","123056","127898","132017","134052","134500","135307","136836","139338","143911","150076","156268","162343","168474","174758","181226","187784","194357","201149","208330","215640",
"Nigeria","NGA","Population ages 60-64, female","SP.POP.6064.FE","527093","531223","533550","535440","538765","544271","551902","561403","572471","584258","596026","607968","620105","632954","647411","663750","681684","701393","722400","743599","764684","785523","805927","823211","840318","860169","879793","899397","919446","940165","961625","983637","1006488","1030602","1055692","1081303","1107724","1135456","1164023","1192550","1221074","1249550","1277968","1307574","1339533","1373518","1407358","1437598","1462647","1484191","1509205","1540723","1577327","1620142","1667872","1714625","1759575","1806567","1854239","1901783","1948759","1995862","2046343","2100110","2154828",
"Nicaragua","NIC","Population ages 60-64, female","SP.POP.6064.FE","14131","14608","15190","15837","16490","17130","17769","18402","19027","19660","20307","20968","21571","22185","22876","23583","24297","24999","25727","26570","27578","28747","30066","31456","32778","33964","35035","35993","36831","37561","38203","38743","39175","39560","39990","40510","41304","42368","43480","44652","45862","47062","48287","49552","50866","52229","53424","54636","56464","59476","63406","67553","71612","75151","77619","79321","81089","83152","85538","88231","91094","93970","97232","100955","104823",
"Netherlands","NLD","Population ages 60-64, female","SP.POP.6064.FE","250098","255005","260889","267079","273520","280283","286089","290665","295246","299817","303052","304689","307046","310464","313531","315401","316887","317157","314256","310733","315243","326113","335186","345628","356500","359521","356816","354701","352599","350728","351222","353242","355412","356256","355795","354815","353514","352912","355019","360379","367608","374551","381105","390128","401807","411602","435751","473949","502394","520871","536518","536853","524365","518496","517963","521425","528483","536464","544977","555908","567419","579381","592343","604816","615888",
"Norway","NOR","Population ages 60-64, female","SP.POP.6064.FE","94712","96493","98105","99360","100382","101402","102373","103311","104122","105349","106887","108314","109938","111545","112473","113022","113605","114357","115371","115605","117254","120079","121030","121074","121190","118814","114717","111197","107469","104078","101558","99538","97766","95782","93475","91465","89792","88995","89770","91956","94466","96487","99016","102980","108554","115599","124817","134084","140225","143491","144549","143108","141044","140997","142075","143683","146342","148861","150384","151782","152837","153522","154931","157163","159696",
"Nepal","NPL","Population ages 60-64, female","SP.POP.6064.FE","109507","112772","116115","119442","122704","125883","128991","132084","135211","138415","141727","145136","148705","152493","156502","160744","165097","169432","173620","177467","180944","184119","187163","190324","193751","197523","201582","205738","209838","213804","217652","221517","225724","230177","234858","239935","245285","250825","256344","261603","268484","277874","288661","300389","312323","322269","330280","339258","350319","361704","372489","383214","392523","399620","406458","413800","420453","426425","431901","437140","442971","449629","457604","467045","476161",
"Nauru","NRU","Population ages 60-64, female","SP.POP.6064.FE","37","33","28","25","25","23","25","32","25","14","14","12","7","5","8","12","14","21","35","49","64","85","105","117","113","104","94","84","80","74","67","60","55","53","50","48","47","48","45","40","34","27","23","26","35","42","50","63","72","81","91","99","102","107","115","118","123","136","150","155","155","158","156","153","154",
"New Zealand","NZL","Population ages 60-64, female","SP.POP.6064.FE","44210","45027","46058","46986","48192","49250","50520","52181","53716","55291","56863","58289","59841","61475","63163","64600","65026","64781","64006","63094","63769","65606","67390","68971","70317","70977","70303","70139","69747","69408","69343","72402","72425","71711","70813","69860","69611","70396","71980","74354","77761","81455","85039","87678","90063","92441","95651","100778","107043","112624","117350","120523","121943","123089","125366","128221","131777","135578","139558","143747","149330","152935","156199","162194","165903",
"OECD members","OED","Population ages 60-64, female","SP.POP.6064.FE","17513991","17940389","18311178","18677949","19041495","19315054","19563091","19919686","20328296","20749206","21149029","21496582","21763509","22010356","22187354","22144224","21758709","21126092","20411569","20013815","20368917","21372545","22607870","23853692","24803404","25241449","25373178","25431128","25501218","25591004","25657351","25740980","25817336","25828304","25852485","25974325","26146514","26356152","26640237","27012211","27418968","27862043","28337666","28915172","29386339","29538767","30116058","31428593","32852324","34221265","35655079","36564358","36889109","37093829","37397897","37874968","38478368","39049847","39644058","40293729","40897440","41438296","42117437","42871444","43572807",
"Oman","OMN","Population ages 60-64, female","SP.POP.6064.FE","5623","5758","5881","5998","6118","6245","6377","6513","6652","6794","6939","7087","7241","7399","7574","7763","7952","8148","8355","8582","8825","9086","9368","9671","9988","10216","10343","10458","10566","10674","10787","10915","11067","11251","11513","11829","12123","12352","12540","12777","13065","13353","13634","13857","14122","14539","15075","15739","16470","17160","17744","18811","20374","21923","22948","24022","25570","26953","28275","29674","31219","32630","34623","36718","38259",
"Other small states","OSS","Population ages 60-64, female","SP.POP.6064.FE","93324","95718","97594","99267","100677","101687","102900","104651","106204","107916","109997","112149","114312","116125","116987","116204","113423","109549","106630","105288","105630","109043","114915","120985","126647","132312","137103","140733","143573","145741","147536","149173","149654","149489","149319","149449","150652","153024","156187","159363","162105","165068","166869","166587","166134","167033","169918","175648","183939","193062","201978","209292","215026","219690","223648","227930","232739","237975","243873","250186","255965","261133","267388","272707","276685",
"Pakistan","PAK","Population ages 60-64, female","SP.POP.6064.FE","316694","334020","354344","375863","396869","415824","431488","444323","456194","468882","483949","500983","520088","541185","562589","583694","604494","625473","647239","671126","699105","729357","759462","789374","818586","847979","878064","908737","940219","972734","1007408","1043791","1079736","1115991","1153226","1190881","1229080","1267818","1307838","1349687","1394658","1443034","1493864","1548700","1608999","1672713","1737661","1800978","1850776","1879408","1901929","1933551","1977986","2043379","2135830","2241892","2347495","2453579","2560609","2666679","2768708","2864829","2957982","3046567","3124441",
"Panama","PAN","Population ages 60-64, female","SP.POP.6064.FE","10786","11104","11451","11817","12194","12581","12975","13366","13756","14158","14576","15010","15462","15932","16416","16915","17438","17984","18546","19113","19679","20237","20779","21309","21845","22397","22974","23584","24236","24939","25696","26517","27409","28378","29421","30534","31731","33023","34394","35813","37268","38754","40261","41803","43405","45083","46839","48666","50540","52622","54930","57333","59862","62584","65253","67816","70478","73199","75962","78842","81869","85103","88696","92567","96523",
"Peru","PER","Population ages 60-64, female","SP.POP.6064.FE","116166","118010","119374","120663","122558","125247","128606","132674","137169","141457","144626","147412","150467","152748","154172","155235","155928","156233","156592","157663","159760","162927","167277","172587","178255","184042","189900","195708","201746","208512","216112","224406","233503","243126","252762","262099","271124","280025","288748","297237","305670","314112","322642","331787","342290","354969","369945","386840","406326","427630","448342","467429","484682","500532","514989","527822","539246","551194","565599","581028","595751","608928","623469","639918","655905",
"Philippines","PHL","Population ages 60-64, female","SP.POP.6064.FE","181786","189478","197657","206421","215263","224156","234343","246689","260459","275737","292671","308938","323561","337105","349609","361521","373752","386364","399138","411930","424134","435739","447298","459098","470910","482353","493279","504311","515835","527441","540366","556052","575602","599011","624403","649390","673956","698983","723469","746330","767891","787949","805265","819625","833441","850552","870611","898674","943370","1008011","1079633","1149791","1222157","1291197","1352841","1420805","1499334","1578030","1655275","1727733","1794341","1851848","1904453","1957415","2008395",
"Palau","PLW","Population ages 60-64, female","SP.POP.6064.FE","92","93","93","92","89","86","84","88","96","104","111","110","109","115","124","139","158","164","160","152","145","147","157","169","175","174","182","192","196","205","208","199","192","186","177","169","167","181","202","222","240","246","246","248","250","255","269","279","292","313","336","359","382","398","411","430","445","456","468","481","497","516","534","549","559",
"Papua New Guinea","PNG","Population ages 60-64, female","SP.POP.6064.FE","6406","6804","7249","7753","8213","8635","9031","9336","9603","9930","10317","10761","11452","12430","13556","14850","16327","17989","19813","21766","23805","25479","26717","27844","28829","29660","30332","30850","31230","31679","32833","34342","35609","36875","38185","39519","40843","42135","43368","44563","45754","46970","48214","49462","50728","52020","53293","54438","55523","57030","59171","61734","64703","68027","71240","74274","77608","81510","86066","91263","96981","103016","109419","116185","123186",
"Poland","POL","Population ages 60-64, female","SP.POP.6064.FE","610098","637946","661186","686849","713537","729212","741331","763241","783191","801398","817066","826192","833853","839010","836510","811742","763909","703575","641149","606618","618207","662137","730304","817471","886604","936428","978854","998133","1004212","1012505","1018633","1023741","1029571","1026694","1014074","998678","984763","974455","966651","961135","941187","921485","893035","864050","839968","821325","840852","910894","1003066","1119762","1211165","1265262","1313668","1354421","1386937","1411714","1426285","1432377","1429940","1415318","1374165","1321924","1275185","1224611","1175620",
"Pre-demographic dividend","PRE","Population ages 60-64, female","SP.POP.6064.FE","1988974","2028060","2066368","2104928","2146017","2190392","2237435","2287350","2341110","2397671","2455965","2516019","2577137","2641473","2708742","2777512","2847918","2920967","2999018","3080533","3157684","3223986","3291837","3363975","3437895","3513046","3587764","3665485","3742738","3824618","3906072","3984672","4074699","4176680","4280793","4376981","4464019","4554150","4650601","4747988","4844872","4945507","5056368","5176176","5307386","5455885","5609970","5758010","5908370","6062862","6230280","6424546","6650255","6910290","7187958","7460622","7726572","7986244","8244477","8510097","8778218","9045960","9340811","9670701","10010191",
"Puerto Rico (US)","PRI","Population ages 60-64, female","SP.POP.6064.FE","30620","30988","31305","31775","32443","33388","34669","36205","37912","39698","41094","41970","42819","43736","44637","45490","46381","47400","48644","50170","52073","54001","55801","57779","59982","62283","64628","67146","69629","71868","73165","73189","72905","72948","73340","74001","75045","76144","77143","78325","80143","82896","86016","88748","90490","91355","91128","89729","87943","86965","90138","97327","105162","111860","116422","119518","121545","124009","123674","125701","126154","126416","124939","123746","123575",
"Korea, Dem. People's Rep.","PRK","Population ages 60-64, female","SP.POP.6064.FE","143087","145417","148348","151614","154727","157502","160164","162803","165290","167481","169428","171083","172486","174054","176714","181248","188780","199646","213201","228442","244171","259471","274018","288125","302051","316282","330884","345343","359232","374022","389993","406741","425143","446602","470712","495005","519994","547256","574374","597569","615615","627540","632295","632141","628955","624000","620177","616642","610255","601455","594613","564448","513809","480890","471214","475512","506556","574009","648600","698550","727386","750071","759083","762689","780962",
"Portugal","PRT","Population ages 60-64, female","SP.POP.6064.FE","180911","190383","195733","202509","211368","213968","213608","217399","219874","218352","221243","225148","224023","223881","227688","233469","233893","232109","228983","225855","228019","234954","242265","252371","264170","272085","277422","282156","285501","287552","288841","290054","292099","294043","294986","296731","298701","299229","298679","298984","297281","292237","288047","287003","288486","293981","301743","308601","316929","324503","328629","333162","339546","342399","343235","346611","349428","352024","357022","363498","369457","377522","384758","392949","400971",
"Paraguay","PRY","Population ages 60-64, female","SP.POP.6064.FE","18790","19343","19818","20246","20640","20993","21309","21599","21933","22449","23259","24411","25876","27539","29062","30097","30553","30471","30069","29717","29756","30332","31404","32884","34647","36541","38503","40504","42410","43988","45040","45473","45312","44783","44302","44227","44687","45654","46982","48443","50011","51964","54406","57049","59727","62301","64426","66105","67804","69749","71738","73884","76360","78969","81713","84917","88549","92397","96426","100597","104854","108854","113137","118109","123103",
"West Bank and Gaza","PSE","Population ages 60-64, female","SP.POP.6064.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13194","13784","14493","15289","16138","17060","18072","19185","19973","20712","21383","22032","22654","23276","23940","24618","25319","26086","26912","28291","29963","31496","33227","35117","36661","38069","39758","41358","43340","45493","47763","50092","52548","55200","57857",
"Pacific island small states","PSS","Population ages 60-64, female","SP.POP.6064.FE","6766","6984","7207","7431","7641","7840","8033","8218","8368","8507","8689","8917","9193","9509","9862","10255","10678","11112","11531","11872","12172","12485","12760","13010","13266","13541","13850","14183","14548","14935","15306","15649","15991","16346","16720","17113","17552","18135","18836","19565","20243","20826","21372","21913","22426","22980","23622","24383","25276","26252","27147","27878","28706","29635","30594","31676","32826","33978","35174","36428","37716","38879","40118","41543","42753",
"Post-demographic dividend","PST","Population ages 60-64, female","SP.POP.6064.FE","17331913","17786459","18170474","18576451","18967928","19233440","19484765","19877001","20297087","20733637","21151131","21518448","21828239","22102707","22296465","22241396","21756126","20954285","20133983","19662409","19919537","20902293","22179106","23455365","24417604","24881883","25034984","25095652","25121204","25163704","25135736","25080578","25041228","24892182","24687747","24664397","24810426","25043105","25431748","25930879","26407476","26772584","27061412","27347325","27508390","27368000","27666887","28787762","30055402","31286988","32649521","33489598","33661130","33691644","33806009","34069939","34506666","34939309","35407725","35941201","36440785","36853599","37250530","37713962","38215008",
"French Polynesia","PYF","Population ages 60-64, female","SP.POP.6064.FE","577","605","646","688","729","774","819","866","914","963","1013","1060","1099","1140","1187","1235","1277","1294","1282","1266","1261","1276","1312","1365","1433","1517","1613","1712","1804","1883","1945","1998","2062","2158","2274","2376","2454","2529","2607","2681","2781","2918","3054","3185","3321","3446","3584","3724","3836","3938","4033","4157","4346","4582","4845","5141","5474","5715","5856","6040","6232","6415","6713","7108","7470",
"Qatar","QAT","Population ages 60-64, female","SP.POP.6064.FE","358","373","393","416","444","476","510","550","596","645","681","700","718","735","751","768","783","798","815","830","845","861","873","884","893","902","928","978","1041","1109","1184","1270","1359","1449","1538","1623","1700","1770","1838","1907","1979","2054","2136","2224","2350","2510","2809","3170","3366","3739","3984","4226","4694","5435","6201","6941","7841","8495","8852","9620","11757","11454","12500","13386","14800",
"Romania","ROU","Population ages 60-64, female","SP.POP.6064.FE","393516","406264","417930","427529","436581","446166","457666","470591","481911","494124","508912","523908","539095","551261","558573","556367","537149","486934","418349","383468","390256","422366","482962","559189","609053","629876","642675","647945","654425","659988","664923","664071","666363","672183","672748","672575","675139","679193","681963","687144","684465","659976","624996","595743","569942","549638","542822","544998","556656","587353","630617","668210","695486","717719","725075","728475","735107","735691","729623","714699","684313","642606","603472","571768","546125",
"Russian Federation","RUS","Population ages 60-64, female","SP.POP.6064.FE","2555255","2698063","2823989","2998829","3162504","3268889","3334080","3430302","3515095","3610520","3720825","3844448","3981042","4087291","4170792","4161638","3975947","3651999","3409391","3230285","3045415","3021489","3159313","3364891","3622438","3972540","4362874","4718107","4983086","5142231","5189487","5120609","4960910","4692786","4316160","4049697","3994874","4147132","4487830","4892184","5134547","5158756","4839764","4172106","3448641","2876735","2614500","2741495","3162146","3774217","4394091","4790912","5025015","5215558","5340758","5430933","5519797","5591849","5682951","5766616","5838854","5885742","5843698","5740635","5591852",
"Rwanda","RWA","Population ages 60-64, female","SP.POP.6064.FE","29592","29689","29497","29186","29094","29384","30014","30971","32238","33573","34687","35637","36485","37064","37293","37378","37278","36921","36600","36807","37718","39294","41534","44256","47144","49986","52798","55290","57318","58967","60025","60359","60510","61546","48234","35135","39978","44429","46605","50215","55127","61235","67052","70262","71522","72504","73470","74841","76956","80274","85238","91610","98864","106735","114500","121462","128074","135251","143441","152593","162077","170394","174866","174956","172495",
"South Asia","SAS","Population ages 60-64, female","SP.POP.6064.FE","5663953","5796265","5850528","5873139","5936462","6060967","6241271","6482447","6754990","7007858","7219834","7389239","7524636","7649007","7780862","7931170","8095469","8274364","8463153","8654385","8846156","9038782","9233744","9435419","9650223","9881670","10128589","10389294","10664339","10955107","11260264","11577317","11907273","12246625","12584366","12913330","13245124","13589561","13929255","14233088","14499838","14740807","14961967","15195608","15488668","15859800","16302078","16797074","17298688","17971027","18875665","19861989","20921144","22062366","23155105","24092125","24983245","25792163","26490955","27105453","27660729","28108269","28633697","29338550","30077171",
"Saudi Arabia","SAU","Population ages 60-64, female","SP.POP.6064.FE","24430","24925","25433","25952","26478","27009","27546","28097","28658","29227","29844","30546","31340","32246","33293","34471","35754","37153","38666","40288","42018","43861","45815","47886","50080","52399","54840","57405","60091","62891","65806","68877","72148","75642","79369","83332","87580","92179","97145","102472","107390","111768","116275","120954","125790","130644","135302","139519","142902","145765","141466","144711","147196","151504","151551","156382","164085","174781","185499","199435","224302","232347","252960","274843","298474",
"Sudan","SDN","Population ages 60-64, female","SP.POP.6064.FE","68239","69851","71843","74179","76681","79232","81869","84621","87413","90121","92727","95212","97566","100936","104597","107579","110666","113828","117032","122074","128948","135683","142211","148328","153320","157349","161404","165365","168888","172020","174749","177023","178789","179693","178505","176000","172926","170157","168411","166545","164633","163034","162169","162037","163647","167750","173889","181966","192264","203989","217213","232989","251531","273263","298978","326692","354146","382308","409890","435115","458050","479125","499704","514155","526705",
"Senegal","SEN","Population ages 60-64, female","SP.POP.6064.FE","33818","34726","35653","36601","37576","38580","39610","40659","41731","42832","43967","45143","46363","47627","48920","50228","51554","52894","54255","55658","57111","58613","60158","61763","63467","65287","67231","69298","71448","73640","75848","78063","80279","82483","84649","86731","88761","90809","92820","94672","96357","97926","99429","101162","103348","105906","108959","112502","116025","119331","122711","126022","129103","132187","135677","139731","144214","149013","153914","158758","163415","167837","172237","177014","182533",
"Singapore","SGP","Population ages 60-64, female","SP.POP.6064.FE","14422","15210","15991","16803","17684","18596","19573","20561","21544","22615","23782","24992","26127","27110","27798","28192","28392","28567","28781","29224","29712","30934","32027","32531","33366","33748","34515","36198","38393","40779","43301","44891","46131","47048","48711","50469","51850","52432","54399","56645","60014","64167","66630","66121","65658","64509","66130","73000","82798","92021","101638","109642","114710","118417","122776","127768","133853","138798","143377","147801","150312","146430","150589","157291","161405",
"Solomon Islands","SLB","Population ages 60-64, female","SP.POP.6064.FE","826","890","950","1003","1045","1080","1115","1151","1186","1220","1247","1263","1279","1299","1327","1365","1424","1503","1583","1659","1733","1802","1868","1935","2009","2088","2176","2274","2376","2476","2572","2661","2745","2822","2898","2976","3054","3138","3229","3325","3419","3514","3616","3726","3838","3947","4049","4146","4242","4355","4529","4770","5038","5315","5575","5796","5976","6136","6305","6479","6702","7012","7397","7842","8317",
"Sierra Leone","SLE","Population ages 60-64, female","SP.POP.6064.FE","29644","30179","30725","31281","31857","32459","33071","33688","34310","34923","35535","36136","36733","37340","37941","38532","39105","39684","40285","40889","41511","42144","42789","43461","44142","44818","45580","46439","47305","48080","49576","49710","48320","47773","47498","47091","46859","47057","47125","46968","47676","50085","52576","54367","56048","57480","58523","59471","59984","59675","59673","60279","60930","62127","64272","66448","68481","70817","73350","75996","78677","81437","84361","87472","90670",
"El Salvador","SLV","Population ages 60-64, female","SP.POP.6064.FE","26384","26992","27658","28376","29091","29776","30418","31021","31568","32071","32578","33021","33385","33799","34285","34858","35577","36469","37481","38454","39287","40031","40994","42183","43435","44761","46119","47523","49141","51041","53053","55060","57012","59191","61526","63635","65501","67236","69028","70979","73109","75418","77834","80118","82053","83641","84919","86232","88032","90290","92798","95520","98347","100966","103315","105555","107767","110080","112688","115573","118547","121611","125027","128701","132434",
"San Marino","SMR","Population ages 60-64, female","SP.POP.6064.FE","349","345","338","334","334","336","343","357","368","383","400","430","452","458","468","474","481","471","448","455","492","544","600","627","610","590","590","577","571","584","612","636","648","670","686","681","673","679","689","702","713","722","738","756","804","827","857","899","919","968","975","963","998","990","976","1000","1036","1077","1109","1137","1187","1185","1185","1273","1365",
"Somalia, Fed. Rep.","SOM","Population ages 60-64, female","SP.POP.6064.FE","32168","32898","33644","34405","35183","35983","36793","37614","38448","39292","40150","41009","41877","42767","43618","44423","45220","46085","49076","55068","59443","59284","58818","60037","61522","63237","65015","66477","65638","63604","62366","58919","54865","55340","57622","59498","61865","64740","68256","71287","73694","75627","76913","77978","79398","81276","83411","86207","89360","92670","97312","100803","103943","109222","114524","118446","122064","125936","129553","133572","137818","141721","145085","149148","154182",
"Serbia","SRB","Population ages 60-64, female","SP.POP.6064.FE","138702","147382","155583","161451","164468","165720","166246","166448","168114","173214","177651","182584","186193","186694","182720","172648","157022","138831","124026","118917","129490","150282","178133","206256","228761","244072","254833","263370","270876","277426","282779","275600","278028","279071","278890","277702","275273","271524","266915","261561","254879","246435","235915","223840","213112","204835","200911","205184","218085","235835","256322","274419","286840","294985","300613","302746","301925","296287","285561","274938","266007","258281","249150","245751","241078",
"Sub-Saharan Africa (excluding high income)","SSA","Population ages 60-64, female","SP.POP.6064.FE","2124955","2169207","2213317","2257429","2304357","2355386","2410038","2468249","2530478","2595373","2661825","2728685","2795520","2866203","2940494","3017452","3097244","3181842","3275211","3374485","3467545","3560002","3661689","3763201","3864420","3959323","4046765","4140289","4238045","4341239","4452863","4561790","4687444","4791144","4892396","5018986","5140635","5252217","5346211","5448416","5559594","5674521","5787278","5898441","6015548","6143851","6281970","6430242","6585008","6755974","6963750","7201209","7464650","7763031","8069799","8365620","8661286","8980466","9328694","9682960","10027783","10358332","10679344","10998092","11320106",
"South Sudan","SSD","Population ages 60-64, female","SP.POP.6064.FE","26985","27352","27817","28310","28900","29511","29949","30306","30696","31115","31555","32205","33067","34051","35093","36073","36990","37846","38672","39522","40432","41405","42451","43491","44453","45435","46516","47185","46114","44864","45340","46473","47313","47788","48790","50000","50803","51596","51773","52328","54040","55963","58084","60470","63141","66070","69197","72332","74994","76946","79268","82229","85289","88901","91628","93386","94191","93617","95706","100658","105759","110423","115200","123065","131390",
"Sub-Saharan Africa","SSF","Population ages 60-64, female","SP.POP.6064.FE","2336298","2387685","2440496","2494214","2550249","2609377","2670886","2734944","2802748","2873379","2946076","3019550","3093243","3171047","3252382","3336100","3423236","3513370","3611500","3714945","3809099","3909465","4024017","4134276","4243037","4345705","4441041","4544148","4653039","4767421","4890187","5011065","5149284","5265543","5379663","5519541","5655241","5781705","5891268","6009219","6136067","6266847","6396112","6525146","6662545","6813653","6976588","7151058","7329988","7521701","7742467","7987323","8261217","8575784","8905385","9233718","9568125","9925670","10316792","10722251","11124505","11516415","11904099","12289812","12673735",
"Small states","SST","Population ages 60-64, female","SP.POP.6064.FE","129842","133640","136825","139566","141922","143818","145777","148114","150158","152377","155030","157853","160807","163448","165093","165046","162956","159760","157545","156902","158057","162398","169171","176145","182744","189352","195062","199482","203013","205736","207873","209885","210982","211573","212271","213443","215867","219582","224211","228996","233375","238030","241739","243705","245806","248635","254606","263921","276186","289301","302238","313492","323309","332418","341258","350674","360506","370517","380624","391313","401913","411540","422236","432204","439979",
"Sao Tome and Principe","STP","Population ages 60-64, female","SP.POP.6064.FE","790","789","783","782","787","798","819","846","872","895","915","932","947","961","976","992","1009","1032","1059","1085","1114","1148","1170","1182","1196","1211","1229","1251","1271","1292","1316","1337","1355","1373","1389","1404","1415","1425","1436","1447","1451","1440","1426","1409","1380","1343","1312","1290","1280","1287","1311","1355","1430","1524","1623","1718","1799","1869","1946","2040","2152","2281","2420","2554","2662",
"Suriname","SUR","Population ages 60-64, female","SP.POP.6064.FE","3195","3381","3413","3243","3118","3125","3197","3297","3413","3533","3639","3711","3692","3595","3482","3378","3303","3266","3265","3292","3348","3433","3542","3663","3789","3911","4020","4107","4190","4281","4361","4440","4528","4609","4693","4870","5103","5289","5444","5624","5875","6212","6615","7008","7223","7289","7356","7433","7515","7600","7729","7960","8350","8889","9497","10099","10635","11076","11456","11814","12180","12555","13003","13550","14121",
"Slovak Republic","SVK","Population ages 60-64, female","SP.POP.6064.FE","88924","93494","95986","98512","100810","101972","102679","104090","106280","109314","111617","112817","114290","115371","115305","112053","103776","92333","79901","73521","77187","89334","106153","123310","133768","136667","136959","135057","132990","131865","132210","132106","131657","130962","129070","126906","124448","121716","120079","120218","121090","122874","125512","127709","130092","131961","133264","137318","144095","150706","158604","168853","177373","183225","188266","192152","194359","194892","194068","191711","188000","183810","179599","176891","176776",
"Slovenia","SVN","Population ages 60-64, female","SP.POP.6064.FE","39910","42003","43574","44552","45174","45315","45331","45652","46313","47211","48194","48770","49149","49480","49125","47295","43677","38853","34094","31309","31993","35648","40906","46782","51271","53885","55775","56867","57228","57363","57820","58419","58871","59112","59048","58396","57213","56053","55053","54570","54483","54431","54803","55673","55668","53799","52542","52958","53437","55523","59867","64145","66578","68662","70515","71786","72738","73469","73435","72982","72091","71379","71552","72291","73278",
"Sweden","SWE","Population ages 60-64, female","SP.POP.6064.FE","203185","207477","212261","216410","220246","224034","227352","230792","234945","239877","243736","245988","247772","248704","248414","247267","245420","243254","240910","238148","241199","248624","252364","254000","255202","250681","241609","234516","229540","225183","221285","218382","216072","212881","209777","207597","206406","207019","209883","215201","220568","225779","233722","245621","260030","276322","292844","305640","312614","314016","310683","304039","296494","289853","284158","280811","280651","281832","282383","282946","283647","283945","285212","289356","297476",
"Eswatini","SWZ","Population ages 60-64, female","SP.POP.6064.FE","3355","3432","3529","3638","3751","3862","3968","4080","4194","4305","4416","4532","4648","4762","4878","4994","5104","5210","5310","5405","5495","5577","5651","5705","5747","5774","5802","5857","5956","6077","6196","6337","6491","6629","6644","6662","6790","7016","7362","7765","8234","8735","9217","9671","10129","10610","11111","11498","11654","11617","11412","11178","11161","11379","11730","12203","12860","13512","14107","14790","15371","15579","15651","15859","16056",
"Sint Maarten (Dutch part)","SXM","Population ages 60-64, female","SP.POP.6064.FE","42","42","45","49","48","47","47","49","56","68","80","92","100","103","102","105","109","113","120","132","144","156","164","165","163","161","160","163","173","182","192","207","217","218","215","214","215","219","231","239","251","279","310","340","377","420","471","530","585","645","714","778","832","892","968","1041","1104","1170","1235","1286","1332","1379","1445","1544","1661",
"Seychelles","SYC","Population ages 60-64, female","SP.POP.6064.FE","640","656","673","692","712","733","751","766","782","794","804","815","835","848","861","872","874","876","870","870","875","886","899","919","948","969","976","1008","993","989","1002","1032","1056","1095","1145","1186","1210","1217","1230","1229","1209","1179","1177","1126","1091","1067","1066","1069","1114","1159","1238","1226","1251","1299","1341","1411","1533","1690","1835","1963","2075","2154","2663","2743","2864",
"Syrian Arab Republic","SYR","Population ages 60-64, female","SP.POP.6064.FE","49076","48948","48833","48728","48629","48537","48423","48498","49013","50204","52763","55665","57262","57433","56899","56274","56338","57913","60932","64890","68979","72927","76773","80644","84504","88230","91939","95723","99637","103585","107488","111476","115677","120065","124004","126890","129319","131930","134726","137238","139178","141398","143952","145896","148548","153124","160427","171487","183180","193410","203929","214552","222150","224098","225647","231260","239770","249370","260341","273491","286659","299677","314512","331338","349500",
"Turks and Caicos Islands","TCA","Population ages 60-64, female","SP.POP.6064.FE","82","84","88","92","95","99","104","107","111","113","112","107","98","86","76","70","73","80","93","103","105","104","110","120","129","136","139","126","100","81","72","77","94","117","133","141","142","141","144","146","146","159","181","203","221","243","267","291","325","375","443","524","611","688","747","796","848","904","961","1020","1087","1155","1212","1260","1313",
"Chad","TCD","Population ages 60-64, female","SP.POP.6064.FE","41111","41745","42002","42076","42259","42663","43268","44081","44999","45870","46637","47305","47889","48438","48999","49604","50234","50880","51566","52373","52809","53264","54789","56418","57106","57587","58429","59270","59958","60614","61128","61907","62876","63242","63516","64410","65299","65863","66420","66966","67458","67889","68376","69199","70437","71690","72870","73974","75139","77499","81233","85492","90072","94998","99285","102481","105740","109501","113725","118294","123174","128566","134512","142025","150823",
