"Data Source","Health Nutrition and Population Statistics",

"Last Updated Date","2026-02-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Iceland","ISL","Population ages 60-64, female","SP.POP.6064.FE","3219","3208","3209","3248","3321","3370","3429","3514","3576","3625","3636","3677","3787","3868","3930","4020","4077","4107","4160","4187","4234","4358","4481","4591","4706","4763","4806","4864","4888","4947","5116","5256","5295","5301","5279","5191","5112","5068","5003","4941","4910","4933","5080","5383","5725","6069","6389","6658","6953","7266","7524","7820","8117","8330","8559","8852","9134","9418","9716","10000","10240","10361","10525","10590","10617",
"Israel","ISR","Population ages 60-64, female","SP.POP.6064.FE","34942","37539","39582","40561","41610","42804","44264","47435","50433","54252","58651","62676","65582","68549","70282","70620","70211","68644","66523","65118","65457","67545","71517","76589","80207","82428","83770","84643","83790","82304","83664","88338","90548","92040","93014","96099","100438","103862","107090","110629","113168","113719","111097","107099","105513","108155","116982","132279","148019","161581","172723","180422","183259","185924","190115","193048","193970","194068","194527","195888","197666","199143","200656","204052","204172",
"Italy","ITA","Population ages 60-64, female","SP.POP.6064.FE","1206961","1227797","1245235","1264267","1289697","1318068","1347323","1381016","1422478","1467338","1507125","1540558","1566936","1588042","1598404","1592911","1551030","1453400","1320299","1206639","1187698","1261837","1392808","1551347","1691241","1744293","1743304","1740798","1728693","1728271","1733716","1743375","1748282","1743929","1731044","1725760","1723260","1716319","1730712","1758345","1781417","1801531","1804627","1778358","1735673","1699944","1690486","1730696","1801380","1869101","1922348","1944469","1928231","1899360","1879453","1878850","1898110","1921660","1960135","1991059","2034551","2071929","2122882","2189059","2254077",
"Jamaica","JAM","Population ages 60-64, female","SP.POP.6064.FE","21501","22805","24607","26563","28154","29211","29712","29607","29246","29185","29615","30555","32005","33619","34962","35855","36294","36304","36042","35677","35271","34847","34401","33891","33281","32587","31782","30823","29866","29156","28745","28671","28940","29333","29516","29401","29050","28486","27976","27895","28359","29277","30592","32153","33737","35194","36449","37418","38028","38041","38097","38839","39948","41517","43982","46874","49785","53151","56964","60781","64534","67834","70419","72592","74503",
"Jordan","JOR","Population ages 60-64, female","SP.POP.6064.FE","7720","7790","7899","8069","8328","8701","9209","9845","10555","11231","11783","12178","12415","12550","12670","12842","13085","13415","13845","14389","15064","15881","16860","17968","19112","20227","21290","22277","23221","24246","25683","27241","28698","30345","32121","34001","35998","38067","40139","42118","43853","45244","46348","47308","48319","49500","52990","56857","59206","61808","64761","68378","71686","75230","79647","86556","94127","100238","106925","113865","121135","128990","137358","146295","155123",
"Japan","JPN","Population ages 60-64, female","SP.POP.6064.FE","1526588","1587351","1639945","1679904","1710864","1717751","1732054","1778843","1846778","1925906","2012972","2122335","2190425","2248920","2297153","2337360","2359656","2368609","2365143","2410964","2502682","2594318","2714640","2856545","2971006","3074185","3189439","3285442","3373556","3449427","3510045","3579894","3657690","3726137","3790791","3860164","3918749","3949717","3938583","3942436","4015631","4126899","4249053","4413367","4471717","4325030","4299748","4502582","4739287","4993319","5279813","5337354","5122570","4822062","4523781","4287815","4097695","3929483","3814823","3771820","3742758","3718897","3730321","3749701","3775142",
"Kazakhstan","KAZ","Population ages 60-64, female","SP.POP.6064.FE","128884","139422","152295","165778","177147","185782","190989","192349","192286","194136","198637","206583","218555","230985","238546","239740","236321","229340","222983","225012","229320","232339","241477","256578","276400","299656","321419","338913","352027","361540","364434","355771","336444","310925","286592","272840","275484","292383","317101","344077","363479","365062","346956","310576","264461","223659","201101","201568","222092","258438","300832","335782","359824","377456","393486","409454","425784","443953","463552","481741","495844","504851","510116","512341","513739",
"Kenya","KEN","Population ages 60-64, female","SP.POP.6064.FE","47917","49987","51824","53149","54182","55207","56239","57572","59562","62238","65386","68738","72412","76343","80034","83515","87081","90899","95110","99785","104861","110170","115553","120845","125943","131015","136259","141934","148592","156666","165764","174988","183874","192229","199826","206431","212055","216459","219252","220844","221630","221669","220772","219166","217948","217886","219016","221449","226230","233725","240808","248803","260674","275340","292451","315078","340049","365110","394528","423977","449076","473043","497541","521576","545438",
"Kyrgyz Republic","KGZ","Population ages 60-64, female","SP.POP.6064.FE","34318","37130","40444","43871","46528","48089","48642","47930","46566","45547","45126","45543","47034","48835","49857","49648","48189","45401","42097","39798","39179","40054","42389","45983","51014","56898","62994","69362","75210","79739","82165","82521","80584","76705","71909","67811","66047","66198","67432","69669","71309","70335","66138","58858","49872","41806","37733","38722","43985","52369","62136","70638","77749","84737","91425","98003","104932","111866","119477","126587","131817","135990","140580","145399","149069",
"Cambodia","KHM","Population ages 60-64, female","SP.POP.6064.FE","52597","53880","55268","56705","58127","59544","60955","62369","63794","65255","66313","67207","68469","69822","71156","70133","66356","62161","58101","56957","58018","58792","59883","61195","62530","63804","65244","66773","68221","69692","71298","72926","75150","77804","84063","94288","104878","115919","122729","125646","129294","133012","136718","140515","144614","149358","155399","162707","171022","180787","191853","203683","215851","227881","239472","250528","261120","271149","280167","289249","298846","308166","317497","326577","334347",
"Kiribati","KIR","Population ages 60-64, female","SP.POP.6064.FE","591","614","634","649","657","661","659","647","634","629","635","650","677","710","724","719","713","716","719","712","703","701","704","715","734","757","783","810","838","862","883","897","900","894","882","868","858","856","862","881","915","952","987","1017","1032","1039","1041","1041","1052","1082","1123","1180","1253","1322","1378","1418","1451","1489","1547","1626","1724","1838","1971","2111","2237",
"St. Kitts and Nevis","KNA","Population ages 60-64, female","SP.POP.6064.FE","858","867","877","888","900","911","924","937","945","944","943","942","938","934","929","920","905","888","870","853","831","804","782","762","744","727","714","701","683","662","638","613","590","572","558","547","539","533","535","540","547","553","553","555","563","575","587","596","598","601","622","668","735","814","903","997","1088","1187","1304","1414","1485","1513","1501","1467","1439",
"Korea, Rep.","KOR","Population ages 60-64, female","SP.POP.6064.FE","283659","284887","285433","285780","287988","294356","302391","312482","329704","351290","369261","377654","381575","384653","386898","393904","409204","425545","434708","438935","447309","462251","481786","508703","537343","556787","569951","583238","596167","612102","631934","656604","691166","724874","754926","791433","828358","859456","890325","919772","938716","959931","987716","1001263","993869","980540","979392","996063","1032813","1070283","1103440","1142246","1187224","1235229","1296370","1396125","1519776","1623529","1725722","1836466","1939251","2037053","2102811","2131900","2129044",
"Kuwait","KWT","Population ages 60-64, female","SP.POP.6064.FE","2261","2455","2570","2622","2683","2771","2899","3063","3247","3441","3641","3864","4118","4411","4771","5212","5580","5870","6205","6549","6900","7221","7484","7731","8067","8489","9183","10228","11413","12713","10397","9238","11701","11233","8879","7391","7380","7780","8117","8426","8764","9192","9744","10425","11202","12077","13063","14110","15207","16390","17646","19270","21528","24196","27019","29906","33184","36469","40011","44353","48571","44474","41738","47537","50397",
"Latin America & Caribbean (excluding high income)","LAC","Population ages 60-64, female","SP.POP.6064.FE","1922368","1997141","2069768","2141072","2212141","2282706","2353447","2426485","2503762","2587088","2675554","2767217","2860778","2952207","3035742","3109420","3173411","3230660","3288488","3354590","3434678","3534932","3658101","3798714","3949039","4102477","4256973","4411205","4562895","4708158","4843320","4969336","5088033","5198919","5303223","5405188","5510235","5620907","5740855","5874918","6020675","6175790","6343706","6526551","6724624","6941859","7186214","7462548","7770237","8113248","8481408","8854172","9226263","9598497","9960106","10314171","10675945","11045252","11422223","11811542","12195089","12549415","12917269","13314283","13695054",
"Lao PDR","LAO","Population ages 60-64, female","SP.POP.6064.FE","22194","23036","23964","24929","25837","26671","27427","28085","28699","29362","30099","30908","31798","32727","33616","34425","35146","35785","36376","36966","37592","38250","38927","39623","40343","41083","41848","42656","43468","44210","44866","45440","45915","46351","46864","47492","48255","49163","50162","51152","52122","53133","54199","55370","56749","58424","60121","61598","62793","63544","64471","65889","67572","69731","72425","75696","79407","83332","87451","91904","96759","101674","106463","111099","115344",
"Lebanon","LBN","Population ages 60-64, female","SP.POP.6064.FE","23013","23388","23989","24728","25469","26180","26888","27509","28134","28914","29741","30792","32155","33427","34053","33933","32635","30478","28444","27104","26889","27716","29435","31910","34675","37208","39750","42059","43887","45575","47124","48447","49535","50387","51146","51940","52801","53717","54606","55339","55903","56333","56559","56888","57696","58944","60827","63460","66935","71227","77318","85248","94520","110201","127722","133431","130744","128374","126922","126084","128098","132110","135292","138241","141304",
"Liberia","LBR","Population ages 60-64, female","SP.POP.6064.FE","10040","10209","10371","10539","10723","10935","11170","11424","11703","12018","12367","12753","13185","13648","14114","14580","15038","15484","15950","16477","17083","17763","18515","19322","20125","20884","21610","22312","23002","23708","21058","18678","19860","20740","20796","21120","21892","23848","26582","28288","29517","30510","31378","31662","32027","33382","35076","36447","37183","37506","38065","39120","40381","41755","43321","44806","46257","47760","49316","50926","52594","54275","56034","57914","59804",
"Libya","LBY","Population ages 60-64, female","SP.POP.6064.FE","14915","15010","15144","15299","15413","15460","15468","15466","15484","15571","15749","16012","16362","16839","17521","18385","19340","20368","21521","22872","24426","26174","27226","27316","28024","29493","30936","32364","33745","34960","36022","37106","38275","39458","40567","41551","42444","43307","44182","45094","45874","46139","46374","46874","47605","48451","50538","53107","55638","58354","61029","62468","63919","65943","66589","66840","67663","69662","73503","79785","87290","94703","102540","110748","117906",
"St. Lucia","LCA","Population ages 60-64, female","SP.POP.6064.FE","1192","1194","1194","1195","1199","1205","1221","1256","1301","1350","1381","1386","1383","1375","1366","1362","1364","1388","1436","1492","1527","1537","1549","1562","1569","1570","1569","1568","1600","1660","1709","1722","1705","1694","1688","1684","1678","1673","1744","1875","1991","2056","2078","2114","2171","2239","2303","2427","2606","2770","2866","2912","2971","3046","3137","3249","3390","3559","3749","3952","4166","4369","4563","4763","4958",
"Latin America & Caribbean","LCN","Population ages 60-64, female","SP.POP.6064.FE","2199112","2281890","2362751","2442771","2522976","2603317","2684514","2768554","2857314","2952627","3053150","3157026","3263573","3368429","3464588","3549813","3624393","3691190","3758733","3836322","3930752","4047334","4188472","4349152","4521379","4697626","4876012","5055607","5232451","5400121","5553632","5693935","5823916","5944585","6058873","6171978","6289450","6413561","6547901","6697342","6860180","7035105","7225811","7434134","7660058","7907022","8184395","8496339","8841930","9225830","9641404","10067067","10493697","10921104","11337211","11744966","12159604","12580639","13002904","13437484","13863396","14256767","14659911","15091582","15505861",
"Least developed countries: UN classification","LDC","Population ages 60-64, female","SP.POP.6064.FE","2489166","2552408","2619560","2688873","2758461","2827620","2895644","2962817","3031660","3104638","3179952","3252049","3331137","3423881","3518877","3611743","3703637","3793377","3884191","3978107","4064116","4143997","4230620","4321500","4415622","4512088","4610446","4714211","4818063","4921797","5022672","5117033","5217826","5327594","5428524","5529648","5643170","5765063","5892301","6021807","6157431","6303506","6464682","6638993","6829768","7042730","7272809","7509238","7730261","7942073","8175934","8440711","8736492","9080339","9464802","9855158","10243761","10595760","10906040","11209196","11501468","11771062","12097055","12497117","12899605",
"Low income","LIC","Population ages 60-64, female","SP.POP.6064.FE","1180464","1204369","1229585","1256248","1284612","1314574","1345830","1378783","1413186","1448126","1483987","1519747","1553021","1586118","1620716","1656629","1695906","1739859","1791329","1849821","1904247","1947017","1992483","2046924","2102763","2157722","2211624","2265720","2316195","2367333","2418409","2465731","2523073","2592231","2651293","2707136","2774362","2847093","2924429","3002817","3076518","3147859","3221154","3291445","3361616","3440630","3530523","3624676","3712787","3796674","3890430","3971177","4037925","4133781","4264798","4412414","4590644","4810978","5045661","5263230","5460431","5644269","5812158","5982558","6175325",
"Liechtenstein","LIE","Population ages 60-64, female","SP.POP.6064.FE","323","334","348","366","396","418","430","442","453","451","450","461","477","490","497","488","457","429","419","414","415","463","530","570","599","615","618","613","600","588","569","541","522","537","565","579","592","614","633","642","676","729","780","830","884","940","980","1008","1042","1066","1081","1081","1095","1121","1138","1173","1216","1248","1279","1324","1378","1431","1474","1521","1588",
"Sri Lanka","LKA","Population ages 60-64, female","SP.POP.6064.FE","81523","84369","87822","91693","95612","99445","103213","106875","110532","114401","118539","122920","127589","132463","137366","142316","147305","152246","157350","163015","169318","176163","183426","190757","197728","204509","211361","217889","223916","229472","234317","238902","243714","248451","253263","258947","265489","271821","277102","281256","285404","291643","301703","315793","333070","352941","375249","399214","423649","447341","469237","488746","505359","500062","510994","520912","532220","545028","558894","571500","583448","597324","603313","602356","600171",
"Lower middle income","LMC","Population ages 60-64, female","SP.POP.6064.FE","8987397","9223142","9389205","9523437","9687530","9898439","10150653","10449054","10773871","11090542","11383971","11649576","11896047","12141711","12393938","12659849","12934917","13222312","13525753","13846582","14179397","14529568","14904264","15293647","15698719","16121032","16558056","17010598","17479345","17964693","18481510","19001007","19544526","20097536","20631560","21139576","21634638","22132855","22610936","23036870","23424328","23788734","24133485","24502859","24966375","25562212","26276758","27082179","27938898","29033723","30432047","31936941","33542274","35287047","37019201","38597355","40135990","41603910","42960709","44235213","45434604","46474481","47581344","48884676","50186630",
"Low & middle income","LMY","Population ages 60-64, female","SP.POP.6064.FE","24669887","25160435","25766678","26482268","27243718","27987531","28729744","29468140","30168977","30914759","31626162","32246793","32883352","33590326","34333511","35042958","35689579","36272892","36832981","37414489","38144631","39098832","40229300","41514877","42918693","44314195","45582389","46837927","48154878","49414073","50603557","51820393","53150481","54456015","55716198","57061534","58521400","59940787","61171403","62202628","63111529","63951807","64683298","65290802","66117476","67321768","68958129","71223135","74157261","77834417","82431528","87372233","92636686","98060949","103053623","107448910","111179998","114486704","117151895","118442918","118551996","118350293","119759793","124837085","131952716",
"Lesotho","LSO","Population ages 60-64, female","SP.POP.6064.FE","11168","11310","11395","11432","11441","11441","11618","11757","11732","11826","12062","12453","13002","13692","14487","15351","16211","17006","17744","18413","18983","19426","19736","19932","20045","20114","20311","20615","20904","21222","21566","21955","22384","22824","23242","23600","23851","24131","24401","24481","24386","24122","23729","23280","22854","22560","22241","21931","22048","22726","23256","23425","23667","23840","23829","24119","24789","25423","26018","26540","26932","27110","27136","27095","26968",
"Late-demographic dividend","LTE","Population ages 60-64, female","SP.POP.6064.FE","15321016","15601886","16069421","16696764","17324251","17858635","18294595","18669378","18983863","19359742","19748842","20092491","20473429","20913423","21369956","21702886","21833636","21765194","21655984","21622271","21790122","22284764","23045591","24011569","25090227","26175013","27146245","28046584","28940656","29646432","30179232","30667232","31126812","31513984","31818849","32209687","32810711","33528473","34197530","34758392","35133435","35379046","35304913","34858424","34511965","34538160","35165723","36639624","38962389","41973981","45512720","48956384","52447157","55843242","58749941","61211372","63033839","64474793","65360679","64874642","63229722","61388264","61053471","64084957","68995643",
"Lithuania","LTU","Population ages 60-64, female","SP.POP.6064.FE","68492","71333","73865","75939","77061","76892","76860","78786","80239","82054","83372","83613","83613","83424","82331","79660","75544","70298","65504","63103","64050","68374","75652","84706","92494","98741","103933","107728","110571","112721","113644","113685","113847","113062","111214","109809","109312","108784","107946","107784","107219","106649","106812","105960","102427","98789","95359","91011","88751","90691","93449","95517","98114","99007","98191","97957","98806","100641","104540","109389","113529","116989","119023","118647","116794",
"Luxembourg","LUX","Population ages 60-64, female","SP.POP.6064.FE","9167","9456","9793","10072","10252","10409","10514","10557","10638","10751","10744","10665","10627","10610","10587","10472","10087","9453","8709","8213","8237","8655","9211","9867","10425","10575","10618","10774","10870","10965","11160","11302","11269","11140","10986","10765","10534","10444","10531","10698","10653","10521","10594","10667","10602","10566","10754","11095","11490","11957","12517","12907","13178","13554","14024","14513","15148","15857","16285","16749","17232","17757","18407","19245","20116",
"Latvia","LVA","Population ages 60-64, female","SP.POP.6064.FE","62890","65132","67103","69266","71027","71892","72444","73504","74263","75192","75728","75890","76261","76400","76052","74144","69774","63952","59499","56550","55246","57831","63739","70626","76670","82483","87465","90605","91880","92478","92668","90358","87418","85356","82555","80367","79646","79884","81245","83820","85662","86168","85123","81999","77745","73044","68479","65468","64902","66422","68641","70525","71644","71392","70462","70260","70656","71234","72533","73881","74723","75266","75771","75817","74193",
"Macao SAR, China","MAC","Population ages 60-64, female","SP.POP.6064.FE","2895","3002","3051","3121","3075","2947","2947","3020","3074","3162","3236","2952","2468","4502","7221","6625","5943","5319","4881","4673","4633","4657","4718","4841","4958","4993","5057","5231","5376","5470","5532","5663","5776","5778","5775","5739","5587","5383","5221","5053","4860","4692","4594","4605","4835","5411","6324","7360","8523","9387","10436","11708","13018","14481","16273","17925","19339","20498","21909","22790","23425","23642","23986","24860","26194",
"St. Martin (French part)","MAF","Population ages 60-64, female","SP.POP.6064.FE","52","56","57","58","60","61","64","66","70","73","76","79","82","84","86","84","80","75","70","65","61","56","61","76","91","106","121","131","142","152","158","162","166","173","186","204","224","243","265","283","296","319","350","385","428","475","518","556","594","630","659","692","739","790","853","911","940","955","982","1030","1020","973","963","981","1007",
"Morocco","MAR","Population ages 60-64, female","SP.POP.6064.FE","123782","127826","132553","137084","140630","142311","142371","141074","138787","135940","132873","129734","125707","121297","118339","117423","118511","121689","127104","134744","144525","156226","169620","184240","199107","213564","227528","241181","254319","266082","276347","284815","291402","296940","302475","307860","312484","317259","322915","328806","335074","343255","352670","360437","366713","375626","386528","396061","406190","419952","436655","455933","479341","506558","535689","565984","595650","624429","654937","686470","715204","742242","769276","793696","815272",
"Monaco","MCO","Population ages 60-64, female","SP.POP.6064.FE","967","981","992","994","985","980","984","990","1011","1045","1068","1077","1084","1078","1053","1008","950","910","903","920","955","997","1013","1003","995","990","987","983","977","965","956","961","975","984","992","997","1000","1003","1009","1027","1054","1075","1091","1115","1144","1175","1206","1232","1241","1231","1214","1194","1174","1165","1166","1198","1239","1277","1329","1380","1401","1425","1449","1436","1413",
"Moldova","MDA","Population ages 60-64, female","SP.POP.6064.FE","37022","39264","41250","42749","43738","44282","44548","44947","45884","47494","49421","51463","53507","54991","55512","55099","54078","52955","52469","53049","54773","57682","61465","65361","68724","71364","73283","74948","76796","78140","78651","78548","77466","75371","73072","71577","71530","72300","73652","74438","74310","73731","72544","69965","66015","61216","56484","53588","55412","63498","75580","87550","97342","103137","104642","103987","103351","103485","104635","106301","108269","108648","105844","100857","95010",
"Madagascar","MDG","Population ages 60-64, female","SP.POP.6064.FE","60188","61355","62600","63970","65810","67994","70381","73022","75379","76663","76630","75309","72712","69440","66447","64231","62660","61731","61554","62211","63655","65976","69275","73196","77118","80813","84276","87410","90392","93569","97009","100680","104632","108657","112345","115525","118303","120732","122886","124891","126828","128692","130536","132579","135100","138274","142155","146752","152674","163217","178160","193983","210014","225641","237780","246468","254855","263460","272243","281161","289892","298185","306325","314558","322900",
"Maldives","MDV","Population ages 60-64, female","SP.POP.6064.FE","584","589","590","593","603","613","617","631","655","686","718","750","780","810","844","888","936","984","1022","1051","1090","1141","1204","1278","1356","1416","1462","1515","1577","1648","1717","1784","1868","1971","2087","2207","2330","2462","2607","2754","2868","2926","2931","2899","2845","2776","2718","2681","2668","2675","2701","2744","2802","2879","3014","3269","3654","4132","4657","5175","5656","6082","6449","6746","6975",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Population ages 60-64, female","SP.POP.6064.FE","1609519","1655358","1700566","1747361","1797759","1847949","1893904","1937462","1978976","2020710","2064754","2108648","2149404","2190386","2234048","2287282","2349429","2412089","2478436","2554423","2640204","2734457","2841151","2958581","3075735","3186799","3291963","3392628","3490219","3592130","3708746","3821256","3948583","4080650","4204927","4320872","4431792","4538687","4639223","4731990","4817871","4904169","5000572","5110789","5247716","5427482","5648313","5894075","6145403","6392855","6638576","6910841","7204184","7535648","7891133","8240666","8574138","8894597","9212287","9553318","9914679","10250558","10632519","11055781","11464411",
"Mexico","MEX","Population ages 60-64, female","SP.POP.6064.FE","309374","323023","335244","346742","357972","368907","380548","393919","408495","423589","438681","452662","464857","475556","485131","493525","501319","509709","519638","531556","546210","566873","594254","625042","656814","688145","718323","747059","775451","803690","830775","857901","886935","917818","949675","983106","1018819","1055678","1093236","1131119","1167592","1202784","1239070","1277969","1319338","1364105","1413801","1467567","1523006","1580501","1641164","1703428","1768439","1838951","1913511","1991214","2074129","2161212","2251629","2347243","2438449","2520979","2610028","2707035","2803104",
"Marshall Islands","MHL","Population ages 60-64, female","SP.POP.6064.FE","182","185","188","188","191","195","197","196","187","165","154","174","205","229","244","255","260","265","274","280","284","290","297","300","304","309","312","315","317","315","312","307","291","278","271","268","273","288","304","307","298","288","279","276","284","299","311","331","362","395","434","468","486","502","523","547","564","567","556","537","521","518","525","542","565",
"Middle income","MIC","Population ages 60-64, female","SP.POP.6064.FE","23489423","23956066","24537093","25226020","25959106","26672957","27383914","28089357","28755791","29466633","30142175","30727046","31330331","32004208","32712795","33386329","33993673","34533033","35041652","35564668","36240384","37151815","38236817","39467953","40815930","42156473","43370765","44572207","45838683","47046740","48185148","49354662","50627408","51863784","53064905","54354398","55747038","57093694","58246974","59199811","60035011","60803948","61462144","61999357","62755860","63881138","65427606","67598459","70444474","74037743","78541098","83401056","88598761","93927168","98788825","103036496","106589354","109675726","112106234","113179688","113091565","112706024","113947635","118854527","125777391",
"North Macedonia","MKD","Population ages 60-64, female","SP.POP.6064.FE","18453","19459","20474","21297","21964","22551","23053","23554","24202","25069","26123","27230","28201","28828","28931","28432","27492","26499","25873","25946","26938","28846","31314","33950","36570","38961","40922","42510","43924","45187","46283","46734","46686","46990","47877","48922","49588","48914","48301","47673","47263","46879","46274","46369","46166","45686","45376","45935","47704","50157","52795","55413","57513","58918","60165","61446","62523","63186","63539","63826","63850","63435","63244","63169","63219",
"Mali","MLI","Population ages 60-64, female","SP.POP.6064.FE","56783","59202","62002","65002","67891","70552","72997","75209","77236","79144","80984","82715","84318","85859","87404","88935","90436","91981","93472","94663","95514","96044","96211","96204","96261","96400","96596","96897","97260","97577","97800","97964","98153","98376","98610","98923","99290","99736","100531","101981","104649","108600","113238","118000","122179","124758","125967","127009","127556","127433","128386","130473","132084","134030","137019","139592","141556","143669","145949","148456","151232","154327","157967","162217","166874",
"Malta","MLT","Population ages 60-64, female","SP.POP.6064.FE","6413","6335","6325","6416","6626","6913","7204","7424","7431","7233","6997","6768","6537","6337","6181","6105","6039","5994","6024","6099","6247","6468","6868","7273","7573","7938","8168","8199","8189","8166","8199","8465","8652","8907","9130","9231","9321","9443","9527","9607","9611","9428","9086","8959","9549","10622","11840","13313","14676","15279","15397","15363","15101","14752","14562","14468","14548","14794","15075","15372","15478","15440","15699","16121","16166",
"Myanmar","MMR","Population ages 60-64, female","SP.POP.6064.FE","265942","273781","282429","291431","299956","307708","314768","321155","327070","332949","339197","345576","351835","358406","366236","375552","386592","399770","413771","426349","436968","445572","451634","456848","464000","473693","485621","500056","515808","530444","542938","553613","562454","569619","575453","580029","583595","586619","589093","590813","592227","593751","595781","599515","606319","616702","630340","645998","662300","689497","729997","774052","820544","868054","908137","939575","969343","998855","1027762","1055999","1083403","1109187","1135205","1162810","1190954",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Population ages 60-64, female","SP.POP.6064.FE","1533336","1575772","1618137","1663105","1711454","1759319","1802621","1841821","1879335","1916421","1955202","1994015","2030553","2067008","2107108","2157934","2218623","2281070","2347393","2422314","2505008","2594323","2693990","2803087","2913141","3018243","3118233","3214000","3308144","3406938","3520965","3626174","3744806","3871627","3992848","4102576","4203941","4301075","4391709","4473783","4550228","4629478","4721490","4827584","4956045","5121590","5321288","5538937","5762936","5987896","6222788","6479071","6760348","7077003","7419902","7753186","8068354","8369040","8668481","8985914","9311585","9637949","9992994","10374025","10741761",
"Montenegro","MNE","Population ages 60-64, female","SP.POP.6064.FE","8333","8656","8987","9321","9571","9616","9432","9195","9053","9062","9299","9834","10590","11255","11457","11053","10145","9016","8084","7691","7883","8492","9318","10203","11019","11724","12380","13039","13667","14184","14547","14761","14886","14992","15147","15374","15662","15980","16321","16655","16900","16947","16673","16104","15185","14100","13457","13614","14227","15255","16767","17962","18612","19255","19801","20128","20462","20809","21074","21232","21270","21356","21430","21438","21380",
"Mongolia","MNG","Population ages 60-64, female","SP.POP.6064.FE","17783","18168","18624","19062","19413","19741","20022","20283","20604","20913","21184","21471","21683","21734","21575","21265","20946","20732","20690","20678","20645","20665","20657","20534","20235","19799","19370","19116","19197","19656","19798","21011","21646","22089","22516","22684","22506","22115","21723","21556","21895","22690","23608","24412","24934","25183","25321","25557","26046","26817","27725","28679","29816","31341","33442","36255","39872","44181","48881","53631","58151","62139","65575","68677","71328",
"Northern Mariana Islands","MNP","Population ages 60-64, female","SP.POP.6064.FE","79","81","83","84","86","86","90","91","90","86","81","83","89","95","104","117","128","132","132","130","130","131","135","144","153","161","172","180","187","198","205","209","218","234","249","265","292","319","337","351","361","360","361","365","380","413","458","506","562","619","673","729","788","848","906","968","1026","1081","1122","1152","1192","1244","1294","1347","1403",
"Mozambique","MOZ","Population ages 60-64, female","SP.POP.6064.FE","67749","68268","68842","69740","70984","72651","74700","77077","79734","82588","85660","89117","92832","96556","100299","104046","107750","111292","114553","117412","118958","119414","119514","119066","118314","117452","116588","114458","112006","111168","111491","112481","113195","114910","120524","125568","128835","133346","138388","144563","151668","158905","166484","174967","184023","193382","202885","212811","223790","235372","247177","259611","272217","283978","294770","304371","311898","317055","319912","320797","319840","316623","312548","308818","304991",
"Mauritania","MRT","Population ages 60-64, female","SP.POP.6064.FE","7641","7943","8234","8525","8830","9152","9487","9836","10196","10560","10922","11292","11664","12035","12411","12791","13173","13554","13933","14318","14713","15114","15525","15950","16390","16847","17322","17812","18319","18803","19288","19818","20455","21130","21743","22284","22747","23265","23851","24437","25143","25940","26720","27541","28447","29351","30226","31125","31556","31280","30849","30812","31412","32463","33716","35123","36638","38225","39874","41573","43271","44950","46726","48611","50524",
"Mauritius","MUS","Population ages 60-64, female","SP.POP.6064.FE","6751","7200","7768","8030","8100","8142","8174","8237","8372","8596","8908","9300","9748","10196","10624","11008","11280","11414","11393","11386","11524","11889","12406","13008","13745","14505","15185","15682","15907","15821","15426","14936","14553","14424","14613","14931","15428","15999","16417","16709","16866","16947","17048","17422","18180","19156","20169","21321","22606","23972","25604","27516","29421","30970","32086","32891","33608","34415","35303","36260","37239","38216","39135","39755","40553",
"Malawi","MWI","Population ages 60-64, female","SP.POP.6064.FE","35075","36022","37264","38583","39554","40105","40178","39763","39272","39293","40094","41634","43856","46582","49540","52496","55561","58836","62405","65953","69080","71596","73392","74805","76332","78115","79980","84208","88732","90922","92258","92777","93233","92558","89842","88493","89464","90841","92542","95677","99864","103706","107402","111134","115060","119107","122951","125981","126262","124828","122403","118697","115411","113551","112585","112999","115540","119207","124200","130675","138443","146961","156155","166053","176041",
"Malaysia","MYS","Population ages 60-64, female","SP.POP.6064.FE","69673","70297","69222","67842","68265","71090","76460","84570","93740","101409","106674","109421","109508","108349","108122","109711","113086","118341","124651","130592","135386","139393","142882","146061","149237","152417","155646","159398","164486","171382","179491","187839","195555","202114","207580","213001","219575","227777","237522","247726","257005","264803","270989","276500","283772","294611","309275","327350","348032","369892","391254","412242","434104","456533","478470","499454","519381","538287","556690","575322","595661","617267","639275","661235","681344",
"North America","NAC","Population ages 60-64, female","SP.POP.6064.FE","4070204","4162145","4227706","4301396","4386821","4446349","4513185","4627892","4744972","4848911","4945779","5050735","5152640","5255321","5363729","5478602","5575219","5655497","5746420","5853276","5953391","6080203","6213613","6307206","6366079","6408577","6403030","6363959","6316896","6252818","6178299","6116883","6060301","5992546","5948533","5934200","5931827","5955188","6025975","6126707","6236724","6399498","6668735","6998760","7307373","7565580","7918997","8375613","8790209","9180330","9597177","9896995","10052035","10224914","10473143","10761208","11054140","11306341","11517160","11678402","11803307","11888204","11993997","12095454","12170014",
